Project_Name,Project_URL,Project_Hash,Test_id,Order-dependent,Verdict_Isolated,Verdict_OriginalOrder,Reason_for_Excluded
easyagents,https://github.com/christianhidber/easyagents,d6639e82566c0f8bea6ca714d12643143f919788,easyagents/backends/monitor_test.py::MonitorTest::test_setbackendagent_twice,True,NotAnalysed,Passed,Fail_to_Install
easyagents,https://github.com/christianhidber/easyagents,d6639e82566c0f8bea6ca714d12643143f919788,easyagents/backends/tfagents_test.py::TfDqnAgentTest::test_train,True,NotAnalysed,Failed,Fail_to_Install
easyagents,https://github.com/christianhidber/easyagents,d6639e82566c0f8bea6ca714d12643143f919788,easyagents/backends/tfagents_test.py::TfPpoAgentTest::test_save_load,True,NotAnalysed,Failed,Fail_to_Install
easyagents,https://github.com/christianhidber/easyagents,d6639e82566c0f8bea6ca714d12643143f919788,easyagents/backends/tfagents_test.py::TfPpoAgentTest::test_train,True,NotAnalysed,Failed,Fail_to_Install
easyagents,https://github.com/christianhidber/easyagents,d6639e82566c0f8bea6ca714d12643143f919788,easyagents/backends/tfagents_test.py::TfRandomAgentTest::test_play,True,NotAnalysed,Failed,Fail_to_Install
easyagents,https://github.com/christianhidber/easyagents,d6639e82566c0f8bea6ca714d12643143f919788,easyagents/backends/tfagents_test.py::TfRandomAgentTest::test_save_load,True,NotAnalysed,Passed,Fail_to_Install
easyagents,https://github.com/christianhidber/easyagents,d6639e82566c0f8bea6ca714d12643143f919788,easyagents/backends/tfagents_test.py::TfRandomAgentTest::test_train,True,NotAnalysed,Failed,Fail_to_Install
easyagents,https://github.com/christianhidber/easyagents,d6639e82566c0f8bea6ca714d12643143f919788,easyagents/backends/tfagents_test.py::TfReinforceAgentTest::test_train,True,NotAnalysed,Failed,Fail_to_Install
easyagents,https://github.com/christianhidber/easyagents,d6639e82566c0f8bea6ca714d12643143f919788,easyagents/backends/tfagents_test.py::TfSacAgentTest::test_train,True,NotAnalysed,Failed,Fail_to_Install
easyagents,https://github.com/christianhidber/easyagents,d6639e82566c0f8bea6ca714d12643143f919788,easyagents/backends/tforce_test.py::TensorforceAgentTest::test_dqn_train,True,NotAnalysed,Failed,Fail_to_Install
easyagents,https://github.com/christianhidber/easyagents,d6639e82566c0f8bea6ca714d12643143f919788,easyagents/backends/tforce_test.py::TensorforceAgentTest::test_dueling_dqn_train,True,NotAnalysed,Failed,Fail_to_Install
easyagents,https://github.com/christianhidber/easyagents,d6639e82566c0f8bea6ca714d12643143f919788,easyagents/backends/tforce_test.py::TensorforceAgentTest::test_ppo_train,True,NotAnalysed,Failed,Fail_to_Install
easyagents,https://github.com/christianhidber/easyagents,d6639e82566c0f8bea6ca714d12643143f919788,easyagents/backends/tforce_test.py::TensorforceAgentTest::test_random_train,True,NotAnalysed,Failed,Fail_to_Install
easyagents,https://github.com/christianhidber/easyagents,d6639e82566c0f8bea6ca714d12643143f919788,easyagents/backends/tforce_test.py::TensorforceAgentTest::test_reinforce_train,True,NotAnalysed,Failed,Fail_to_Install
easyagents,https://github.com/christianhidber/easyagents,d6639e82566c0f8bea6ca714d12643143f919788,easyagents/backends/tforce_test.py::TensorforceAgentTest::test_save_,True,NotAnalysed,Failed,Fail_to_Install
easyagents,https://github.com/christianhidber/easyagents,d6639e82566c0f8bea6ca714d12643143f919788,easyagents/callbacks/duration_test.py::DurationTest::test_single_episode,True,NotAnalysed,Failed,Fail_to_Install
easyagents,https://github.com/christianhidber/easyagents,d6639e82566c0f8bea6ca714d12643143f919788,easyagents/callbacks/log_test.py::LogCallbacksTest::test_cartpole_log_iteration,True,NotAnalysed,Failed,Fail_to_Install
easyagents,https://github.com/christianhidber/easyagents,d6639e82566c0f8bea6ca714d12643143f919788,easyagents/callbacks/log_test.py::LogCallbacksTest::test_log_agent,True,NotAnalysed,Failed,Fail_to_Install
easyagents,https://github.com/christianhidber/easyagents,d6639e82566c0f8bea6ca714d12643143f919788,easyagents/callbacks/log_test.py::LogCallbacksTest::test_log_callbacks,True,NotAnalysed,Failed,Fail_to_Install
easyagents,https://github.com/christianhidber/easyagents,d6639e82566c0f8bea6ca714d12643143f919788,easyagents/callbacks/log_test.py::LogCallbacksTest::test_log_iteration,True,NotAnalysed,Failed,Fail_to_Install
easyagents,https://github.com/christianhidber/easyagents,d6639e82566c0f8bea6ca714d12643143f919788,easyagents/callbacks/log_test.py::LogCallbacksTest::test_log_step,True,NotAnalysed,Failed,Fail_to_Install
easyagents,https://github.com/christianhidber/easyagents,d6639e82566c0f8bea6ca714d12643143f919788,easyagents/callbacks/plot_test.py::PlotTest::test_default_plots_False_nocallback,True,NotAnalysed,Passed,Fail_to_Install
easyagents,https://github.com/christianhidber/easyagents,d6639e82566c0f8bea6ca714d12643143f919788,easyagents/callbacks/plot_test.py::PlotTest::test_default_plots_None_durationcallback,True,NotAnalysed,Passed,Fail_to_Install
easyagents,https://github.com/christianhidber/easyagents,d6639e82566c0f8bea6ca714d12643143f919788,easyagents/callbacks/plot_test.py::PlotTest::test_default_plots_None_nocallback,True,NotAnalysed,Passed,Fail_to_Install
easyagents,https://github.com/christianhidber/easyagents,d6639e82566c0f8bea6ca714d12643143f919788,easyagents/callbacks/plot_test.py::PlotTest::test_default_plots_None_plotcallback,True,NotAnalysed,Passed,Fail_to_Install
easyagents,https://github.com/christianhidber/easyagents,d6639e82566c0f8bea6ca714d12643143f919788,easyagents/callbacks/plot_test.py::PlotTest::test_default_plots_True_plotcallback,True,NotAnalysed,Passed,Fail_to_Install
easyagents,https://github.com/christianhidber/easyagents,d6639e82566c0f8bea6ca714d12643143f919788,easyagents/callbacks/plot_test.py::PlotTest::test_play_plotrewards,True,NotAnalysed,Failed,Fail_to_Install
easyagents,https://github.com/christianhidber/easyagents,d6639e82566c0f8bea6ca714d12643143f919788,easyagents/callbacks/plot_test.py::PlotTest::test_play_plotstate,True,NotAnalysed,Failed,Fail_to_Install
easyagents,https://github.com/christianhidber/easyagents,d6639e82566c0f8bea6ca714d12643143f919788,easyagents/callbacks/plot_test.py::PlotTest::test_train_multiple_subplots,True,NotAnalysed,Failed,Fail_to_Install
easyagents,https://github.com/christianhidber/easyagents,d6639e82566c0f8bea6ca714d12643143f919788,easyagents/callbacks/plot_test.py::PlotTest::test_train_plotloss,True,NotAnalysed,Failed,Fail_to_Install
easyagents,https://github.com/christianhidber/easyagents,d6639e82566c0f8bea6ca714d12643143f919788,easyagents/callbacks/plot_test.py::PlotTest::test_train_plotrewards,True,NotAnalysed,Failed,Fail_to_Install
easyagents,https://github.com/christianhidber/easyagents,d6639e82566c0f8bea6ca714d12643143f919788,easyagents/callbacks/plot_test.py::PlotTest::test_train_plotstate,True,NotAnalysed,Failed,Fail_to_Install
easyagents,https://github.com/christianhidber/easyagents,d6639e82566c0f8bea6ca714d12643143f919788,easyagents/callbacks/plot_test.py::PlotTest::test_train_plotsteprewards,True,NotAnalysed,Failed,Fail_to_Install
easyagents,https://github.com/christianhidber/easyagents,d6639e82566c0f8bea6ca714d12643143f919788,easyagents/callbacks/plot_test.py::PlotTest::test_train_plotsteps,True,NotAnalysed,Failed,Fail_to_Install
easyagents,https://github.com/christianhidber/easyagents,d6639e82566c0f8bea6ca714d12643143f919788,easyagents/callbacks/plot_test.py::PlotTest::test_train_tomovie,True,NotAnalysed,Failed,Fail_to_Install
easyagents,https://github.com/christianhidber/easyagents,d6639e82566c0f8bea6ca714d12643143f919788,easyagents/callbacks/plot_test.py::PlotTest::test_train_tomovie_with_filename,True,NotAnalysed,Failed,Fail_to_Install
easyagents,https://github.com/christianhidber/easyagents,d6639e82566c0f8bea6ca714d12643143f919788,easyagents/callbacks/save_test.py::SaveTest::test_best,True,NotAnalysed,Failed,Fail_to_Install
easyagents,https://github.com/christianhidber/easyagents,d6639e82566c0f8bea6ca714d12643143f919788,easyagents/callbacks/save_test.py::SaveTest::test_every,True,NotAnalysed,Failed,Fail_to_Install
easyagents,https://github.com/christianhidber/easyagents,d6639e82566c0f8bea6ca714d12643143f919788,easyagents/core_test.py::AgentContextTest::test_agentcontext_play,True,Passed,Passed,Fail_to_Install
easyagents,https://github.com/christianhidber/easyagents,d6639e82566c0f8bea6ca714d12643143f919788,easyagents/core_test.py::AgentContextTest::test_agentcontext_train,True,Passed,Passed,Fail_to_Install
empyricalRMT,https://github.com/stfxecutables/empyricalRMT,942060955f2e4c8e464d9fda20a4e1951a63fe9b,tests/test_math.py::test_integrate_perf_simps,True,Failed,Passed,Fail_to_Install
enpyronments,https://github.com/stephen1000/enpyronments,0848c55a2a1b132b3beba94265c103ba49385c8f,tests/test_settings.py::test_get[0-test_value15],True,Passed,Passed,Fail_to_Run
enpyronments,https://github.com/stephen1000/enpyronments,0848c55a2a1b132b3beba94265c103ba49385c8f,tests/test_settings.py::test_get[1-0.0],True,Passed,Passed,Fail_to_Run
enpyronments,https://github.com/stephen1000/enpyronments,0848c55a2a1b132b3beba94265c103ba49385c8f,tests/test_settings.py::test_get[1-0],True,Passed,Failed,Fail_to_Run
enpyronments,https://github.com/stephen1000/enpyronments,0848c55a2a1b132b3beba94265c103ba49385c8f,tests/test_settings.py::test_get[1-test_value15],True,Passed,Passed,Fail_to_Run
enpyronments,https://github.com/stephen1000/enpyronments,0848c55a2a1b132b3beba94265c103ba49385c8f,tests/test_settings.py::test_get[1-test_value8],True,Passed,Passed,Fail_to_Run
enpyronments,https://github.com/stephen1000/enpyronments,0848c55a2a1b132b3beba94265c103ba49385c8f,tests/test_settings.py::test_get[2-0],True,Passed,Failed,Fail_to_Run
enpyronments,https://github.com/stephen1000/enpyronments,0848c55a2a1b132b3beba94265c103ba49385c8f,tests/test_settings.py::test_get[2-test_value8],True,Passed,Passed,Fail_to_Run
enpyronments,https://github.com/stephen1000/enpyronments,0848c55a2a1b132b3beba94265c103ba49385c8f,tests/test_settings.py::test_getattr[0-0.0],True,Passed,Passed,Fail_to_Run
enpyronments,https://github.com/stephen1000/enpyronments,0848c55a2a1b132b3beba94265c103ba49385c8f,tests/test_settings.py::test_getattr[0-test_value10],True,Passed,Passed,Fail_to_Run
enpyronments,https://github.com/stephen1000/enpyronments,0848c55a2a1b132b3beba94265c103ba49385c8f,tests/test_settings.py::test_getattr[0-test_value11],True,Passed,Passed,Fail_to_Run
enpyronments,https://github.com/stephen1000/enpyronments,0848c55a2a1b132b3beba94265c103ba49385c8f,tests/test_settings.py::test_getattr[0-test_value8],True,Passed,Passed,Fail_to_Run
enpyronments,https://github.com/stephen1000/enpyronments,0848c55a2a1b132b3beba94265c103ba49385c8f,tests/test_settings.py::test_getattr[1-0.0],True,Passed,Passed,Fail_to_Run
enpyronments,https://github.com/stephen1000/enpyronments,0848c55a2a1b132b3beba94265c103ba49385c8f,tests/test_settings.py::test_getattr[1-test_value13],True,Passed,Passed,Fail_to_Run
enpyronments,https://github.com/stephen1000/enpyronments,0848c55a2a1b132b3beba94265c103ba49385c8f,tests/test_settings.py::test_getattr[1-test_value6],True,Passed,Passed,Fail_to_Run
enpyronments,https://github.com/stephen1000/enpyronments,0848c55a2a1b132b3beba94265c103ba49385c8f,tests/test_settings.py::test_getattr[2-test_value13],True,Passed,Passed,Fail_to_Run
enpyronments,https://github.com/stephen1000/enpyronments,0848c55a2a1b132b3beba94265c103ba49385c8f,tests/test_settings.py::test_getattr[2-test_value15],True,Passed,Passed,Fail_to_Run
enpyronments,https://github.com/stephen1000/enpyronments,0848c55a2a1b132b3beba94265c103ba49385c8f,tests/test_settings.py::test_getattr[2-test_value16],True,Passed,Passed,Fail_to_Run
enpyronments,https://github.com/stephen1000/enpyronments,0848c55a2a1b132b3beba94265c103ba49385c8f,tests/test_settings.py::test_getitem[0-0.0],True,Passed,Failed,Fail_to_Run
enpyronments,https://github.com/stephen1000/enpyronments,0848c55a2a1b132b3beba94265c103ba49385c8f,tests/test_settings.py::test_getitem[0-1],True,Passed,Passed,Fail_to_Run
enpyronments,https://github.com/stephen1000/enpyronments,0848c55a2a1b132b3beba94265c103ba49385c8f,tests/test_settings.py::test_getitem[0-test_value16],True,Passed,Passed,Fail_to_Run
enpyronments,https://github.com/stephen1000/enpyronments,0848c55a2a1b132b3beba94265c103ba49385c8f,tests/test_settings.py::test_getitem[1-test_value4],True,Passed,Passed,Fail_to_Run
enpyronments,https://github.com/stephen1000/enpyronments,0848c55a2a1b132b3beba94265c103ba49385c8f,tests/test_settings.py::test_getitem[2-0.0],True,Passed,Passed,Fail_to_Run
enpyronments,https://github.com/stephen1000/enpyronments,0848c55a2a1b132b3beba94265c103ba49385c8f,tests/test_settings.py::test_getitem[2-0],True,Passed,Failed,Fail_to_Run
enpyronments,https://github.com/stephen1000/enpyronments,0848c55a2a1b132b3beba94265c103ba49385c8f,tests/test_settings.py::test_getitem[2-test_value13],True,Passed,Passed,Fail_to_Run
enpyronments,https://github.com/stephen1000/enpyronments,0848c55a2a1b132b3beba94265c103ba49385c8f,tests/test_settings.py::test_getitem[2-test_value19],True,Passed,Passed,Fail_to_Run
enpyronments,https://github.com/stephen1000/enpyronments,0848c55a2a1b132b3beba94265c103ba49385c8f,tests/test_settings.py::test_items[0-test_value10],True,Failed,Passed,Fail_to_Run
enpyronments,https://github.com/stephen1000/enpyronments,0848c55a2a1b132b3beba94265c103ba49385c8f,tests/test_settings.py::test_items[0-test_value13],True,Failed,Passed,Fail_to_Run
enpyronments,https://github.com/stephen1000/enpyronments,0848c55a2a1b132b3beba94265c103ba49385c8f,tests/test_settings.py::test_items[0-test_value14],True,Failed,Passed,Fail_to_Run
enpyronments,https://github.com/stephen1000/enpyronments,0848c55a2a1b132b3beba94265c103ba49385c8f,tests/test_settings.py::test_items[1-test_value14],True,Failed,Passed,Fail_to_Run
enpyronments,https://github.com/stephen1000/enpyronments,0848c55a2a1b132b3beba94265c103ba49385c8f,tests/test_settings.py::test_items[1-test_value18],True,Failed,Passed,Fail_to_Run
enpyronments,https://github.com/stephen1000/enpyronments,0848c55a2a1b132b3beba94265c103ba49385c8f,tests/test_settings.py::test_items[2-test_value19],True,Failed,Passed,Fail_to_Run
enpyronments,https://github.com/stephen1000/enpyronments,0848c55a2a1b132b3beba94265c103ba49385c8f,tests/test_settings.py::test_masked[0-test_value19],True,Passed,Passed,Fail_to_Run
enpyronments,https://github.com/stephen1000/enpyronments,0848c55a2a1b132b3beba94265c103ba49385c8f,tests/test_settings.py::test_masked[1-0],True,Passed,Failed,Fail_to_Run
enpyronments,https://github.com/stephen1000/enpyronments,0848c55a2a1b132b3beba94265c103ba49385c8f,tests/test_settings.py::test_masked[1-func],True,Passed,Passed,Fail_to_Run
enpyronments,https://github.com/stephen1000/enpyronments,0848c55a2a1b132b3beba94265c103ba49385c8f,tests/test_settings.py::test_masked[2-0],True,Passed,Failed,Fail_to_Run
enpyronments,https://github.com/stephen1000/enpyronments,0848c55a2a1b132b3beba94265c103ba49385c8f,tests/test_settings.py::test_masked[2-test_value14],True,Passed,Passed,Fail_to_Run
enpyronments,https://github.com/stephen1000/enpyronments,0848c55a2a1b132b3beba94265c103ba49385c8f,tests/test_settings.py::test_save_to_environ[0-1],True,Failed,Passed,Fail_to_Run
enpyronments,https://github.com/stephen1000/enpyronments,0848c55a2a1b132b3beba94265c103ba49385c8f,tests/test_settings.py::test_save_to_environ[0-test_value13],True,Failed,Passed,Fail_to_Run
enpyronments,https://github.com/stephen1000/enpyronments,0848c55a2a1b132b3beba94265c103ba49385c8f,tests/test_settings.py::test_save_to_environ[1-test_value19],True,Failed,Passed,Fail_to_Run
enpyronments,https://github.com/stephen1000/enpyronments,0848c55a2a1b132b3beba94265c103ba49385c8f,tests/test_settings.py::test_save_to_environ[1-test_value4],True,Failed,Passed,Fail_to_Run
enpyronments,https://github.com/stephen1000/enpyronments,0848c55a2a1b132b3beba94265c103ba49385c8f,tests/test_settings.py::test_save_to_environ[1-test_value8],True,Failed,Passed,Fail_to_Run
enpyronments,https://github.com/stephen1000/enpyronments,0848c55a2a1b132b3beba94265c103ba49385c8f,tests/test_settings.py::test_save_to_environ[2-0.0],True,Failed,Passed,Fail_to_Run
enpyronments,https://github.com/stephen1000/enpyronments,0848c55a2a1b132b3beba94265c103ba49385c8f,tests/test_settings.py::test_save_to_environ[2-0],True,Failed,Passed,Fail_to_Run
enpyronments,https://github.com/stephen1000/enpyronments,0848c55a2a1b132b3beba94265c103ba49385c8f,tests/test_settings.py::test_save_to_environ[2-None],True,Failed,Passed,Fail_to_Run
enpyronments,https://github.com/stephen1000/enpyronments,0848c55a2a1b132b3beba94265c103ba49385c8f,tests/test_settings.py::test_save_to_environ[2-func],True,Failed,Passed,Fail_to_Run
enpyronments,https://github.com/stephen1000/enpyronments,0848c55a2a1b132b3beba94265c103ba49385c8f,tests/test_settings.py::test_setitem[0-test_value12],True,Passed,Passed,Fail_to_Run
enpyronments,https://github.com/stephen1000/enpyronments,0848c55a2a1b132b3beba94265c103ba49385c8f,tests/test_settings.py::test_setitem[0-test_value14],True,Passed,Passed,Fail_to_Run
enpyronments,https://github.com/stephen1000/enpyronments,0848c55a2a1b132b3beba94265c103ba49385c8f,tests/test_settings.py::test_setitem[2-test_value10],True,Passed,Passed,Fail_to_Run
enpyronments,https://github.com/stephen1000/enpyronments,0848c55a2a1b132b3beba94265c103ba49385c8f,tests/test_settings.py::test_setitem[2-test_value13],True,Passed,Passed,Fail_to_Run
enpyronments,https://github.com/stephen1000/enpyronments,0848c55a2a1b132b3beba94265c103ba49385c8f,tests/test_settings.py::test_setitem[2-test_value16],True,Passed,Passed,Fail_to_Run
enpyronments,https://github.com/stephen1000/enpyronments,0848c55a2a1b132b3beba94265c103ba49385c8f,tests/test_settings.py::test_values[0-test_value13],True,Failed,Passed,Fail_to_Run
enpyronments,https://github.com/stephen1000/enpyronments,0848c55a2a1b132b3beba94265c103ba49385c8f,tests/test_settings.py::test_values[0-test_value16],True,Failed,Passed,Fail_to_Run
enpyronments,https://github.com/stephen1000/enpyronments,0848c55a2a1b132b3beba94265c103ba49385c8f,tests/test_settings.py::test_values[1-test_value14],True,Failed,Passed,Fail_to_Run
enpyronments,https://github.com/stephen1000/enpyronments,0848c55a2a1b132b3beba94265c103ba49385c8f,tests/test_settings.py::test_values[2-test_value13],True,Failed,Passed,Fail_to_Run
enpyronments,https://github.com/stephen1000/enpyronments,0848c55a2a1b132b3beba94265c103ba49385c8f,tests/test_settings.py::test_values[2-test_value17],True,Failed,Passed,Fail_to_Run
envdir,https://github.com/jezdez/envdir,0db9594a66b58aad7731edc5b20e9436bfe2f971,envdir/test_envdir.py::test_reset,True,Failed,Passed,Fail_to_Run
envdir,https://github.com/jezdez/envdir,0db9594a66b58aad7731edc5b20e9436bfe2f971,envdir/test_envdir.py::test_shell,True,Passed,Passed,Fail_to_Run
epathermostat,https://github.com/EPAENERGYSTAR/epathermostat,ff32be0c1e751806f644ce8ff31fcbac05ccfde8,tests/test_core.py::test_day_counts[../data/metadata_type_1_single.csv-0],True,Passed,Passed,Fail_to_Install
epathermostat,https://github.com/EPAENERGYSTAR/epathermostat,ff32be0c1e751806f644ce8ff31fcbac05ccfde8,tests/test_core.py::test_interpolate_backward[../data/metadata_type_1_single.csv],True,Passed,Passed,Fail_to_Install
epathermostat,https://github.com/EPAENERGYSTAR/epathermostat,ff32be0c1e751806f644ce8ff31fcbac05ccfde8,tests/test_core.py::test_interpolate_forward[../data/metadata_type_1_single.csv],True,Passed,Passed,Fail_to_Install
epathermostat,https://github.com/EPAENERGYSTAR/epathermostat,ff32be0c1e751806f644ce8ff31fcbac05ccfde8,tests/test_core.py::test_interpolate_full[../data/metadata_type_1_single.csv],True,Passed,Passed,Fail_to_Install
epathermostat,https://github.com/EPAENERGYSTAR/epathermostat,ff32be0c1e751806f644ce8ff31fcbac05ccfde8,tests/test_core.py::test_interpolate_one_missing[../data/metadata_type_1_single.csv],True,Passed,Passed,Fail_to_Install
epathermostat,https://github.com/EPAENERGYSTAR/epathermostat,ff32be0c1e751806f644ce8ff31fcbac05ccfde8,tests/test_core.py::test_interpolate_two_missing[../data/metadata_type_1_single.csv],True,Passed,Passed,Fail_to_Install
epathermostat,https://github.com/EPAENERGYSTAR/epathermostat,ff32be0c1e751806f644ce8ff31fcbac05ccfde8,tests/test_core.py::test_multiple_same_key[../data/metadata_multiple_same_key.csv],True,Passed,Passed,Fail_to_Install
epathermostat,https://github.com/EPAENERGYSTAR/epathermostat,ff32be0c1e751806f644ce8ff31fcbac05ccfde8,tests/test_core.py::test_thermostat_core_cooling_day_set_attributes[../data/metadata_type_1_single.csv],True,Passed,Passed,Fail_to_Install
epathermostat,https://github.com/EPAENERGYSTAR/epathermostat,ff32be0c1e751806f644ce8ff31fcbac05ccfde8,tests/test_core.py::test_thermostat_type_1_get_core_heating_days_with_params[../data/metadata_type_1_single.csv],True,Passed,Passed,Fail_to_Install
epathermostat,https://github.com/EPAENERGYSTAR/epathermostat,ff32be0c1e751806f644ce8ff31fcbac05ccfde8,tests/test_core.py::test_thermostat_type_1_get_resistance_heat_utilization_bins_rhu1[../data/metadata_type_1_single.csv],True,Passed,Passed,Fail_to_Install
epathermostat,https://github.com/EPAENERGYSTAR/epathermostat,ff32be0c1e751806f644ce8ff31fcbac05ccfde8,tests/test_core.py::test_thermostat_type_1_total_auxiliary_heating_runtime[../data/metadata_type_1_single.csv],True,Passed,Passed,Fail_to_Install
epathermostat,https://github.com/EPAENERGYSTAR/epathermostat,ff32be0c1e751806f644ce8ff31fcbac05ccfde8,tests/test_core.py::test_thermostat_type_4_get_core_heating_days[../data/metadata_type_4_single.csv],True,Passed,Passed,Fail_to_Install
epathermostat,https://github.com/EPAENERGYSTAR/epathermostat,ff32be0c1e751806f644ce8ff31fcbac05ccfde8,tests/test_demand.py::test_get_cooling_demand_dailyavgCTD_empty[../data/metadata_type_1_single.csv],True,Passed,Passed,Fail_to_Install
epathermostat,https://github.com/EPAENERGYSTAR/epathermostat,ff32be0c1e751806f644ce8ff31fcbac05ccfde8,tests/test_importers.py::test_import_csv[../data/metadata_type_1_single.csv],True,Passed,Passed,Fail_to_Install
epathermostat,https://github.com/EPAENERGYSTAR/epathermostat,ff32be0c1e751806f644ce8ff31fcbac05ccfde8,tests/test_importers.py::test_utc_offset[../data/metadata_type_1_single_utc_offset_0.csv-../data/metadata_type_1_single_utc_offset_bad.csv],True,Passed,Passed,Fail_to_Install
epic-lib,https://github.com/epic-kitchens/epic-lib,7f2499aff5fdb62a66e6da92322e5c060ea4a414,tests/system/meta/test_video_info.py::test_video_info_has_at_least_432_entries,True,Passed,Passed,Fail_to_Install
epic-lib,https://github.com/epic-kitchens/epic-lib,7f2499aff5fdb62a66e6da92322e5c060ea4a414,tests/system/meta/test_video_info.py::test_video_info_has_columns[duration],True,Passed,Passed,Fail_to_Install
epic-lib,https://github.com/epic-kitchens/epic-lib,7f2499aff5fdb62a66e6da92322e5c060ea4a414,tests/system/meta/test_video_info.py::test_video_info_has_columns[fps],True,Passed,Passed,Fail_to_Install
epic-lib,https://github.com/epic-kitchens/epic-lib,7f2499aff5fdb62a66e6da92322e5c060ea4a414,tests/system/meta/test_video_info.py::test_video_info_has_columns[resolution],True,Passed,Passed,Fail_to_Install
epic-lib,https://github.com/epic-kitchens/epic-lib,7f2499aff5fdb62a66e6da92322e5c060ea4a414,tests/system/meta/test_video_info.py::test_video_info_has_video_id_index,True,Passed,Passed,Fail_to_Install
epic-lib,https://github.com/epic-kitchens/epic-lib,7f2499aff5fdb62a66e6da92322e5c060ea4a414,tests/unit/internal/test_loading.py::TestHttpFolder::test_load_file_caches_file_load,True,Error,Passed,Fail_to_Install
epic-lib,https://github.com/epic-kitchens/epic-lib,7f2499aff5fdb62a66e6da92322e5c060ea4a414,tests/unit/internal/test_loading.py::TestHttpFolder::test_load_file_creates_parent_dir_if_it_doesnt_exist,True,Error,Passed,Fail_to_Install
epic-lib,https://github.com/epic-kitchens/epic-lib,7f2499aff5fdb62a66e6da92322e5c060ea4a414,tests/unit/internal/test_loading.py::TestHttpFolder::test_load_file_downloads_file_if_it_doesnt_exist,True,Error,Passed,Fail_to_Install
epic-lib,https://github.com/epic-kitchens/epic-lib,7f2499aff5fdb62a66e6da92322e5c060ea4a414,tests/unit/internal/test_loading.py::TestHttpFolder::test_load_file_uses_loader_for_file,True,Error,Passed,Fail_to_Install
epic-lib,https://github.com/epic-kitchens/epic-lib,7f2499aff5fdb62a66e6da92322e5c060ea4a414,tests/unit/meta/test_module_functions.py::test_default_version_is_1_5_0,True,NotAnalysed,Passed,Fail_to_Install
esy,https://github.com/kriberg/esy.git,6b0cc47402772c68c41efe3e8a56b2aaa0e27228,tests/test_esy.py::TestESIClient::test_alliance,True,Passed,Passed,Fail_to_Install
etlstat,https://github.com/icane/etlstat.git,97afa7ad814b13d792a2aa33d741af6eb656b926,etlstat/extractor/test/test_extractor.py::TestExtractor::test_csv,True,Passed,Passed,Fail_to_Install
etlstat,https://github.com/icane/etlstat.git,97afa7ad814b13d792a2aa33d741af6eb656b926,etlstat/extractor/test/test_extractor.py::TestExtractor::test_px,True,Passed,Passed,Fail_to_Install
etlstat,https://github.com/icane/etlstat.git,97afa7ad814b13d792a2aa33d741af6eb656b926,etlstat/extractor/test/test_extractor.py::TestExtractor::test_px_file,True,Passed,Passed,Fail_to_Install
etlstat,https://github.com/icane/etlstat.git,97afa7ad814b13d792a2aa33d741af6eb656b926,etlstat/extractor/test/test_extractor.py::TestExtractor::test_txt,True,Passed,Passed,Fail_to_Install
etlstat,https://github.com/icane/etlstat.git,97afa7ad814b13d792a2aa33d741af6eb656b926,etlstat/extractor/test/test_extractor.py::TestExtractor::test_xls,True,Passed,Passed,Fail_to_Install
etlstat,https://github.com/icane/etlstat.git,97afa7ad814b13d792a2aa33d741af6eb656b926,etlstat/extractor/test/test_extractor.py::TestExtractor::test_xlsx,True,Passed,Passed,Fail_to_Install
etlstat,https://github.com/icane/etlstat.git,97afa7ad814b13d792a2aa33d741af6eb656b926,etlstat/text/test/test_utils.py::TestUtils::test_bulk_replace_url_in_xml,True,Passed,Passed,Fail_to_Install
exonum-launcher,https://github.com/exonum/exonum-launcher,d42f79046f815514b284fe242a8c5abccaf9f805,tests/test_config.py::TestConfiguration::test_parse_plugins,True,Passed,Passed,Fail_to_Install
exonum-launcher,https://github.com/exonum/exonum-launcher,d42f79046f815514b284fe242a8c5abccaf9f805,tests/test_config.py::TestConfiguration::test_parse_plugins_runtime_only,True,Passed,Passed,Fail_to_Install
exonum-launcher,https://github.com/exonum/exonum-launcher,d42f79046f815514b284fe242a8c5abccaf9f805,tests/test_config.py::TestConfiguration::test_parse_runtimes,True,Passed,Passed,Fail_to_Install
exonum-launcher,https://github.com/exonum/exonum-launcher,d42f79046f815514b284fe242a8c5abccaf9f805,tests/test_launcher.py::TestConfiguration::test_parse_plugins,True,Passed,Passed,Fail_to_Install
exonum-launcher,https://github.com/exonum/exonum-launcher,d42f79046f815514b284fe242a8c5abccaf9f805,tests/test_launcher.py::TestConfiguration::test_parse_plugins_runtime_only,True,Passed,Passed,Fail_to_Install
exonum-launcher,https://github.com/exonum/exonum-launcher,d42f79046f815514b284fe242a8c5abccaf9f805,tests/test_launcher.py::TestConfiguration::test_parse_runtimes,True,Passed,Passed,Fail_to_Install
exonum-python-client,https://github.com/exonum/exonum-python-client,5e7ff330440cd2fe2c5b707a0cff46048b311ea2,tests/test_protobuf_loader.py::TestProtobufLoader::test_protobuf_loader_no_client,True,Passed,Failed,Fail_to_Install
expstock,https://github.com/chie8842/expstock,28b7ece83fa601efd2b6c4b8b7bdd1a3b9ebc1df,expstock/test_expstock.py::test__create_report,True,Failed,Passed,Fail_to_Run
