Project_Name,Project_URL,Project_Hash,Test_id,OD_Type,Polluter_or_Setter,Cleaner,Diff,Path
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_response,victim,examples/test_unittest.py::TestUnittest::test_foo_bar,tests/test_autodoc.py::TestAutodoc::test_clear_responses,"42a43
>         autodoc.clear()
",py-autodoc/ipflakies_result/8fdce11a/patch/test_autodoc_patch_fce4d8dc.patch
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_response,victim,examples/test_unittest.py::TestUnittest::test_foo_bar,tests/test_autodoc.py::TestAutodoc::test_create_document,"42a43
>         autodoc.clear()
",py-autodoc/ipflakies_result/8fdce11a/patch/test_autodoc_patch_ac7fa065.patch
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_response,victim,examples/test_unittest.py::TestUnittest::test_foo_bar,tests/test_autodoc.py::TestAutodoc::test_create_markdown_document,"42a43
>         autodoc.clear()
",py-autodoc/ipflakies_result/8fdce11a/patch/test_autodoc_patch_031b4820.patch
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_response,victim,examples/test_unittest.py::TestUnittest::test_get,tests/test_autodoc.py::TestAutodoc::test_clear_responses,"42a43
>         autodoc.clear()
",py-autodoc/ipflakies_result/8fdce11a/patch/test_autodoc_patch_fce4d8dc.patch
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_response,victim,examples/test_unittest.py::TestUnittest::test_get,tests/test_autodoc.py::TestAutodoc::test_create_document,"42a43
>         autodoc.clear()
",py-autodoc/ipflakies_result/8fdce11a/patch/test_autodoc_patch_ac7fa065.patch
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_response,victim,examples/test_unittest.py::TestUnittest::test_get,tests/test_autodoc.py::TestAutodoc::test_create_markdown_document,"42a43
>         autodoc.clear()
",py-autodoc/ipflakies_result/8fdce11a/patch/test_autodoc_patch_031b4820.patch
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_response,victim,examples/test_unittest.py::TestUnittest::test_post,tests/test_autodoc.py::TestAutodoc::test_clear_responses,"42a43
>         autodoc.clear()
",py-autodoc/ipflakies_result/8fdce11a/patch/test_autodoc_patch_fce4d8dc.patch
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_response,victim,examples/test_unittest.py::TestUnittest::test_post,tests/test_autodoc.py::TestAutodoc::test_create_document,"42a43
>         autodoc.clear()
",py-autodoc/ipflakies_result/8fdce11a/patch/test_autodoc_patch_ac7fa065.patch
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_response,victim,examples/test_unittest.py::TestUnittest::test_post,tests/test_autodoc.py::TestAutodoc::test_create_markdown_document,"42a43
>         autodoc.clear()
",py-autodoc/ipflakies_result/8fdce11a/patch/test_autodoc_patch_031b4820.patch
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_response,victim,tests/test_not_generate.py::TestAutodocNotGenerate::test_should_not_generate,tests/test_autodoc.py::TestAutodoc::test_clear_responses,"42a43
>         autodoc.clear()
",py-autodoc/ipflakies_result/8fdce11a/patch/test_autodoc_patch_fce4d8dc.patch
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_response,victim,tests/test_not_generate.py::TestAutodocNotGenerate::test_should_not_generate,tests/test_autodoc.py::TestAutodoc::test_create_document,"42a43
>         autodoc.clear()
",py-autodoc/ipflakies_result/8fdce11a/patch/test_autodoc_patch_ac7fa065.patch
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_response,victim,tests/test_not_generate.py::TestAutodocNotGenerate::test_should_not_generate,tests/test_autodoc.py::TestAutodoc::test_create_markdown_document,"42a43
>         autodoc.clear()
",py-autodoc/ipflakies_result/8fdce11a/patch/test_autodoc_patch_031b4820.patch
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_responses,victim,examples/test_gen_each_case.py::TestUnittest::test_foo_bar,tests/test_autodoc.py::TestAutodoc::test_clear_responses,"62a63
>         autodoc.clear()
",py-autodoc/ipflakies_result/66ce5772/patch/test_autodoc_patch_fce4d8dc.patch
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_responses,victim,examples/test_gen_each_case.py::TestUnittest::test_foo_bar,tests/test_autodoc.py::TestAutodoc::test_create_document,"62a63
>         autodoc.clear()
",py-autodoc/ipflakies_result/66ce5772/patch/test_autodoc_patch_ac7fa065.patch
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_responses,victim,examples/test_gen_each_case.py::TestUnittest::test_foo_bar,tests/test_autodoc.py::TestAutodoc::test_create_markdown_document,"62a63
>         autodoc.clear()
",py-autodoc/ipflakies_result/66ce5772/patch/test_autodoc_patch_031b4820.patch
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_responses,victim,examples/test_gen_each_case.py::TestUnittest::test_get,tests/test_autodoc.py::TestAutodoc::test_clear_responses,"62a63
>         autodoc.clear()
",py-autodoc/ipflakies_result/66ce5772/patch/test_autodoc_patch_fce4d8dc.patch
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_responses,victim,examples/test_gen_each_case.py::TestUnittest::test_get,tests/test_autodoc.py::TestAutodoc::test_create_document,"62a63
>         autodoc.clear()
",py-autodoc/ipflakies_result/66ce5772/patch/test_autodoc_patch_ac7fa065.patch
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_responses,victim,examples/test_gen_each_case.py::TestUnittest::test_get,tests/test_autodoc.py::TestAutodoc::test_create_markdown_document,"62a63
>         autodoc.clear()
",py-autodoc/ipflakies_result/66ce5772/patch/test_autodoc_patch_031b4820.patch
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_responses,victim,examples/test_gen_each_case.py::TestUnittest::test_post,tests/test_autodoc.py::TestAutodoc::test_clear_responses,"62a63
>         autodoc.clear()
",py-autodoc/ipflakies_result/66ce5772/patch/test_autodoc_patch_fce4d8dc.patch
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_responses,victim,examples/test_gen_each_case.py::TestUnittest::test_post,tests/test_autodoc.py::TestAutodoc::test_create_document,"62a63
>         autodoc.clear()
",py-autodoc/ipflakies_result/66ce5772/patch/test_autodoc_patch_ac7fa065.patch
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_responses,victim,examples/test_gen_each_case.py::TestUnittest::test_post,tests/test_autodoc.py::TestAutodoc::test_create_markdown_document,"62a63
>         autodoc.clear()
",py-autodoc/ipflakies_result/66ce5772/patch/test_autodoc_patch_031b4820.patch
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_responses,victim,examples/test_pytest.py::test_index,tests/test_autodoc.py::TestAutodoc::test_clear_responses,"62a63
>         autodoc.clear()
",py-autodoc/ipflakies_result/66ce5772/patch/test_autodoc_patch_fce4d8dc.patch
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_responses,victim,examples/test_pytest.py::test_index,tests/test_autodoc.py::TestAutodoc::test_create_markdown_document,"62a63
>         autodoc.clear()
",py-autodoc/ipflakies_result/66ce5772/patch/test_autodoc_patch_031b4820.patch
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_responses,victim,examples/test_pytest.py::test_post,tests/test_autodoc.py::TestAutodoc::test_clear_responses,"62a63
>         autodoc.clear()
",py-autodoc/ipflakies_result/66ce5772/patch/test_autodoc_patch_fce4d8dc.patch
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_responses,victim,examples/test_pytest.py::test_post,tests/test_autodoc.py::TestAutodoc::test_create_markdown_document,"62a63
>         autodoc.clear()
",py-autodoc/ipflakies_result/66ce5772/patch/test_autodoc_patch_031b4820.patch
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_responses,victim,examples/test_requests.py::TestUnittest::test_foo_bar,tests/test_autodoc.py::TestAutodoc::test_clear_responses,"62a63
>         autodoc.clear()
",py-autodoc/ipflakies_result/66ce5772/patch/test_autodoc_patch_fce4d8dc.patch
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_responses,victim,examples/test_requests.py::TestUnittest::test_foo_bar,tests/test_autodoc.py::TestAutodoc::test_create_document,"62a63
>         autodoc.clear()
",py-autodoc/ipflakies_result/66ce5772/patch/test_autodoc_patch_ac7fa065.patch
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_responses,victim,examples/test_requests.py::TestUnittest::test_foo_bar,tests/test_autodoc.py::TestAutodoc::test_create_markdown_document,"62a63
>         autodoc.clear()
",py-autodoc/ipflakies_result/66ce5772/patch/test_autodoc_patch_031b4820.patch
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_responses,victim,examples/test_requests.py::TestUnittest::test_get,tests/test_autodoc.py::TestAutodoc::test_clear_responses,"62a63
>         autodoc.clear()
",py-autodoc/ipflakies_result/66ce5772/patch/test_autodoc_patch_fce4d8dc.patch
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_responses,victim,examples/test_requests.py::TestUnittest::test_get,tests/test_autodoc.py::TestAutodoc::test_create_document,"62a63
>         autodoc.clear()
",py-autodoc/ipflakies_result/66ce5772/patch/test_autodoc_patch_ac7fa065.patch
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_responses,victim,examples/test_requests.py::TestUnittest::test_get,tests/test_autodoc.py::TestAutodoc::test_create_markdown_document,"62a63
>         autodoc.clear()
",py-autodoc/ipflakies_result/66ce5772/patch/test_autodoc_patch_031b4820.patch
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_responses,victim,examples/test_requests.py::TestUnittest::test_post,tests/test_autodoc.py::TestAutodoc::test_clear_responses,"62a63
>         autodoc.clear()
",py-autodoc/ipflakies_result/66ce5772/patch/test_autodoc_patch_fce4d8dc.patch
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_responses,victim,examples/test_requests.py::TestUnittest::test_post,tests/test_autodoc.py::TestAutodoc::test_create_document,"62a63
>         autodoc.clear()
",py-autodoc/ipflakies_result/66ce5772/patch/test_autodoc_patch_ac7fa065.patch
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_responses,victim,examples/test_requests.py::TestUnittest::test_post,tests/test_autodoc.py::TestAutodoc::test_create_markdown_document,"62a63
>         autodoc.clear()
",py-autodoc/ipflakies_result/66ce5772/patch/test_autodoc_patch_031b4820.patch
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_responses,victim,examples/test_unittest.py::TestUnittest::test_foo_bar,tests/test_autodoc.py::TestAutodoc::test_clear_responses,"62a63
>         autodoc.clear()
",py-autodoc/ipflakies_result/66ce5772/patch/test_autodoc_patch_fce4d8dc.patch
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_responses,victim,examples/test_unittest.py::TestUnittest::test_foo_bar,tests/test_autodoc.py::TestAutodoc::test_create_document,"62a63
>         autodoc.clear()
",py-autodoc/ipflakies_result/66ce5772/patch/test_autodoc_patch_ac7fa065.patch
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_responses,victim,examples/test_unittest.py::TestUnittest::test_foo_bar,tests/test_autodoc.py::TestAutodoc::test_create_markdown_document,"62a63
>         autodoc.clear()
",py-autodoc/ipflakies_result/66ce5772/patch/test_autodoc_patch_031b4820.patch
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_responses,victim,examples/test_unittest.py::TestUnittest::test_get,tests/test_autodoc.py::TestAutodoc::test_clear_responses,"62a63
>         autodoc.clear()
",py-autodoc/ipflakies_result/66ce5772/patch/test_autodoc_patch_fce4d8dc.patch
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_responses,victim,examples/test_unittest.py::TestUnittest::test_get,tests/test_autodoc.py::TestAutodoc::test_create_document,"62a63
>         autodoc.clear()
",py-autodoc/ipflakies_result/66ce5772/patch/test_autodoc_patch_ac7fa065.patch
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_responses,victim,examples/test_unittest.py::TestUnittest::test_get,tests/test_autodoc.py::TestAutodoc::test_create_markdown_document,"62a63
>         autodoc.clear()
",py-autodoc/ipflakies_result/66ce5772/patch/test_autodoc_patch_031b4820.patch
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_responses,victim,examples/test_unittest.py::TestUnittest::test_post,tests/test_autodoc.py::TestAutodoc::test_clear_responses,"62a63
>         autodoc.clear()
",py-autodoc/ipflakies_result/66ce5772/patch/test_autodoc_patch_fce4d8dc.patch
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_responses,victim,examples/test_unittest.py::TestUnittest::test_post,tests/test_autodoc.py::TestAutodoc::test_create_document,"62a63
>         autodoc.clear()
",py-autodoc/ipflakies_result/66ce5772/patch/test_autodoc_patch_ac7fa065.patch
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_responses,victim,examples/test_unittest.py::TestUnittest::test_post,tests/test_autodoc.py::TestAutodoc::test_create_markdown_document,"62a63
>         autodoc.clear()
",py-autodoc/ipflakies_result/66ce5772/patch/test_autodoc_patch_031b4820.patch
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_responses,victim,tests/test_not_generate.py::TestAutodocNotGenerate::test_should_not_generate,tests/test_autodoc.py::TestAutodoc::test_clear_responses,"62a63
>         autodoc.clear()
",py-autodoc/ipflakies_result/66ce5772/patch/test_autodoc_patch_fce4d8dc.patch
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_responses,victim,tests/test_not_generate.py::TestAutodocNotGenerate::test_should_not_generate,tests/test_autodoc.py::TestAutodoc::test_create_document,"62a63
>         autodoc.clear()
",py-autodoc/ipflakies_result/66ce5772/patch/test_autodoc_patch_ac7fa065.patch
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_responses,victim,tests/test_not_generate.py::TestAutodocNotGenerate::test_should_not_generate,tests/test_autodoc.py::TestAutodoc::test_create_markdown_document,"62a63
>         autodoc.clear()
",py-autodoc/ipflakies_result/66ce5772/patch/test_autodoc_patch_031b4820.patch
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_should_change_separators,victim,examples/test_gen_each_case.py::TestUnittest::test_foo_bar,tests/test_autodoc.py::TestAutodoc::test_clear_responses,"111a112
>         autodoc.clear()
",py-autodoc/ipflakies_result/649b2ea6/patch/test_autodoc_patch_fce4d8dc.patch
autoyaml,https://github.com/martyni/autoyaml,be3f450667bcca477683e63bcc49c67c5d170855,tests/autoyaml_test.py::TestAutoyamlMethods::test_b_decrypt_config,brittle,tests/autoyaml_test.py::TestAutoyamlMethods::test_a_encrypt_config,,"47a48
>         write_config(self.enc_config, self.enc_app, encrypted=True, password_function=self.password_function)
",autoyaml/ipflakies_result/7f5cbccb/patch/autoyaml_test_patch_13ab0dbb.patch
autoyaml,https://github.com/martyni/autoyaml,be3f450667bcca477683e63bcc49c67c5d170855,tests/autoyaml_test.py::TestEncryptorMethods::test_b_decrypt,brittle,tests/autoyaml_test.py::TestEncryptorMethods::test_a_encrypt,,"79a80,82
>         with open(self.file_name, 'w') as test_file:
>             test_file.write(self.contents)
>         encrypt_file(self.file_name, self.password, self.salt)
",autoyaml/ipflakies_result/3a8e9414/patch/autoyaml_test_patch_a25f83a9.patch
basic_auth,https://github.com/rorymurdock/basic_auth,622f2133c13988cec549f4ea55bed14e50f90876,tests/test_basic.py::test_verify_config,brittle,tests/test_basic.py::test_write_config,,"111a112,115
>     'Test writing config to files'
>     data = {}
>     data[KEY] = VALUE
>     assert (AUTH.write_config(data, 'test.json') is True)
",basic_auth/ipflakies_result/b8ff323b/patch/test_basic_patch_5db98ba3.patch
bottle-neck,https://github.com/agile4you/bottle-neck.git,ebc670a4b178255473d68e9b4122ba04e38f4810,test/test_routing.py::test_router_mount_pass,brittle,test/test_routing.py::test_router_register_handler_cbv_pass,,"67a68
>     mock_router.register_handler(mock_handler, entrypoint='/api')
",bottle-neck/ipflakies_result/d09aa225/patch/test_routing_patch_0f506518.patch
bottle-neck,https://github.com/agile4you/bottle-neck.git,ebc670a4b178255473d68e9b4122ba04e38f4810,test/test_routing.py::test_router_register_handler_fn_pass,victim,test/test_routing.py::test_router_register_handler_cbv_pass,test/test_handlers.py::test_handler_route_method_function_pass,"36a37,40
> 
>     class TestCls(object):
> 
>         @handler.route_method('POST', extra_part=True)
",bottle-neck/ipflakies_result/50625878/patch/test_routing_patch_99ab5eaa.patch
bottle-neck,https://github.com/agile4you/bottle-neck.git,ebc670a4b178255473d68e9b4122ba04e38f4810,test/test_routing.py::test_router_register_handler_fn_pass,victim,test/test_routing.py::test_router_register_handler_cbv_pass,test/test_handlers.py::test_handler_route_method_function_fail,"36a37,42
>     with pytest.raises(handler.HandlerHTTPMethodError):
> 
>         class TestCls(object):
> 
>             @handler.route_method('PORT', extra_part=True)
>             def fn(self):
",bottle-neck/ipflakies_result/50625878/patch/test_routing_patch_a5fa7c76.patch
bottle-neck,https://github.com/agile4you/bottle-neck.git,ebc670a4b178255473d68e9b4122ba04e38f4810,test/test_routing.py::test_router_register_handler_fn_pass,victim,test/test_routing.py::test_router_register_handler_cbv_pass,test/test_handlers.py::test_handler_plugin_method_function_pass,"36a37,40
> 
>     class TestCls(object):
> 
>         @handler.plugin_method('log', 'auth')
",bottle-neck/ipflakies_result/50625878/patch/test_routing_patch_373de1a2.patch
bottle-neck,https://github.com/agile4you/bottle-neck.git,ebc670a4b178255473d68e9b4122ba04e38f4810,test/test_routing.py::test_router_register_handler_fn_pass,victim,test/test_routing.py::test_router_register_handler_cbv_pass,test/test_handlers.py::test_handler_singleton,"36a37
>     'Test `bottle_neck.handlers.BaseHandler` subclass for singleton pattern.\n    '
",bottle-neck/ipflakies_result/50625878/patch/test_routing_patch_ae1052d9.patch
carbonize,https://github.com/eillarra/carbonize,efc89b8a9e44f9d64110406ce70929a9671517c7,tests/test_api.py::TestFootprint::test_flight_two_way,brittle,tests/test_api.py::TestFootprint::test_flight,,"19a20
>         self.fp.add_flight(a='BRU', b='BCN')
",carbonize/ipflakies_result/9581824a/patch/test_api_patch_aeca4176.patch
centreon-sdk-python,https://github.com/guillaumewatteeux/centreon-sdk-python,9f207d5458afc3304e24f16988069467b19eab81,tests/test_command.py::TestCommands::test_command_list,brittle,tests/test_command.py::TestConnect::test_connection,,"61a62,63
>         wsresponses = '{""authToken"": ""NTc1MDU3MGE3M2JiODIuMjA4OTA2OTc=""}'
>         responses.add(responses.POST, 'http://api.domain.tld/centreon/api/index.php?action=authenticate', body=wsresponses, status=200, content_type='application/json')
",centreon-sdk-python/ipflakies_result/a3d833fa/patch/test_command_patch_16d25aa8.patch
centreon-sdk-python,https://github.com/guillaumewatteeux/centreon-sdk-python,9f207d5458afc3304e24f16988069467b19eab81,tests/test_command.py::TestCommands::test_command_not_exist,brittle,tests/test_command.py::TestConnect::test_connection,,"72a73,74
>         wsresponses = '{""authToken"": ""NTc1MDU3MGE3M2JiODIuMjA4OTA2OTc=""}'
>         responses.add(responses.POST, 'http://api.domain.tld/centreon/api/index.php?action=authenticate', body=wsresponses, status=200, content_type='application/json')
",centreon-sdk-python/ipflakies_result/cc11ef4a/patch/test_command_patch_16d25aa8.patch
centreon-sdk-python,https://github.com/guillaumewatteeux/centreon-sdk-python,9f207d5458afc3304e24f16988069467b19eab81,tests/test_command.py::TestCommands::test_command_setparam,brittle,tests/test_command.py::TestConnect::test_connection,,"111a112,119
>         url = 'http://api.domain.tld/centreon'
>         username = 'mytest'
>         password = 'mypass'
>         mytoken = 'NTc1MDU3MGE3M2JiODIuMjA4OTA2OTc='
>         wsresponses = '{""authToken"": ""NTc1MDU3MGE3M2JiODIuMjA4OTA2OTc=""}'
>         responses.add(responses.POST, 'http://api.domain.tld/centreon/api/index.php?action=authenticate', body=wsresponses, status=200, content_type='application/json')
>         myconn = Webservice.getInstance(url, username, password)
>         myconn.auth()
",centreon-sdk-python/ipflakies_result/32227c0f/patch/test_command_patch_16d25aa8.patch
centreon-sdk-python,https://github.com/guillaumewatteeux/centreon-sdk-python,9f207d5458afc3304e24f16988069467b19eab81,tests/test_hosts.py::TestHosts::test_hosts_list,brittle,tests/test_command.py::TestConnect::test_connection,,"65a66,67
>         wsresponses = '{""authToken"": ""NTc1MDU3MGE3M2JiODIuMjA4OTA2OTc=""}'
>         responses.add(responses.POST, 'http://api.domain.tld/centreon/api/index.php?action=authenticate', body=wsresponses, status=200, content_type='application/json')
",centreon-sdk-python/ipflakies_result/845a1b21/patch/test_hosts_patch_16d25aa8.patch
centreon-sdk-python,https://github.com/guillaumewatteeux/centreon-sdk-python,9f207d5458afc3304e24f16988069467b19eab81,tests/test_hosts.py::TestHosts::test_hosts_not_exist,brittle,tests/test_command.py::TestConnect::test_connection,,"76a77,78
>         wsresponses = '{""authToken"": ""NTc1MDU3MGE3M2JiODIuMjA4OTA2OTc=""}'
>         responses.add(responses.POST, 'http://api.domain.tld/centreon/api/index.php?action=authenticate', body=wsresponses, status=200, content_type='application/json')
",centreon-sdk-python/ipflakies_result/d302bf4f/patch/test_hosts_patch_16d25aa8.patch
centreon-sdk-python,https://github.com/guillaumewatteeux/centreon-sdk-python,9f207d5458afc3304e24f16988069467b19eab81,tests/test_resourcecfg.py::TestResourceCFG::test_resourcecfg_building_line,brittle,tests/test_command.py::TestConnect::test_connection,,"74a75,76
>         wsresponses = '{""authToken"": ""NTc1MDU3MGE3M2JiODIuMjA4OTA2OTc=""}'
>         responses.add(responses.POST, 'http://api.domain.tld/centreon/api/index.php?action=authenticate', body=wsresponses, status=200, content_type='application/json')
",centreon-sdk-python/ipflakies_result/bcf45ff4/patch/test_resourcecfg_patch_16d25aa8.patch
centreon-sdk-python,https://github.com/guillaumewatteeux/centreon-sdk-python,9f207d5458afc3304e24f16988069467b19eab81,tests/test_resourcecfg.py::TestResourceCFG::test_resourcecfg_get_one,brittle,tests/test_command.py::TestConnect::test_connection,,"63a64,65
>         wsresponses = '{""authToken"": ""NTc1MDU3MGE3M2JiODIuMjA4OTA2OTc=""}'
>         responses.add(responses.POST, 'http://api.domain.tld/centreon/api/index.php?action=authenticate', body=wsresponses, status=200, content_type='application/json')
",centreon-sdk-python/ipflakies_result/6c8f30ae/patch/test_resourcecfg_patch_16d25aa8.patch
centreon-sdk-python,https://github.com/guillaumewatteeux/centreon-sdk-python,9f207d5458afc3304e24f16988069467b19eab81,tests/test_resourcecfg.py::TestResourceCFG::test_resourcecfg_not_exist,brittle,tests/test_command.py::TestConnect::test_connection,,"85a86,87
>         wsresponses = '{""authToken"": ""NTc1MDU3MGE3M2JiODIuMjA4OTA2OTc=""}'
>         responses.add(responses.POST, 'http://api.domain.tld/centreon/api/index.php?action=authenticate', body=wsresponses, status=200, content_type='application/json')
",centreon-sdk-python/ipflakies_result/86da55d0/patch/test_resourcecfg_patch_16d25aa8.patch
