project,SHA,OD_test_id,type,fix_status
logzero,b5d49fc2b118c370994c4ae5360d7c246d43ddc8,tests/test_logzero.py::test_default_logger_stderr_output,brittle,have_patch
mccabe,e92e9e79799c5796f76f3da821dbb5aa56e41028,test_mccabe.py::RegressionTests::test_max_complexity_is_always_an_int,brittle,no_patch
moyasar-python,aa8716ae3f98f8782141abe6869dfbb90af98b62,tests/moyasar_test.py::test_request_should_return_json_object,brittle,have_patch
multiindex,b631e60bd47558eca9067a0dc87f0e713cddc6f2,multiindex/tests/test_multiindex.py::test_remove,brittle,have_patch
neon,42ad78e3d79583a93abce6d06b81dafc29017514,tests/basic_tests.py::test_dont_memoize,brittle,have_patch
neurodsp,19aa50c71deaa19e4ed85efa192afa8ab63d0bf1,neurodsp/tests/utils/test_download.py::test_check_data_file,brittle,have_patch
nxviz,d2a2a622e834148a9f4337dbe1021a05c5f18548,tests/test_plots.py::test_matrix_plot,brittle,have_patch
parse_it,886d7de0e74e67edc136411a5220e35c1149e743,test/test_prase_it.py::BaseTests::test_parser_read_all_configuration_variables_raise_allowed_types_error,brittle,have_patch
pdir2,ef5e2200074d68e2ca3df4ee441a1b9ea6ca5abc,tests/test_user_config.py::test_invalid_config_1,brittle,no_patch
pdir2,ef5e2200074d68e2ca3df4ee441a1b9ea6ca5abc,tests/test_user_config.py::test_invalid_config_2,brittle,no_patch
pdir2,ef5e2200074d68e2ca3df4ee441a1b9ea6ca5abc,tests/test_user_config.py::test_read_config,brittle,no_patch
pdir2,ef5e2200074d68e2ca3df4ee441a1b9ea6ca5abc,tests/test_user_config.py::test_read_config_from_custom_location,brittle,no_patch
pdir2,ef5e2200074d68e2ca3df4ee441a1b9ea6ca5abc,tests/test_user_config.py::test_set_env_without_config,brittle,no_patch
pdir2,ef5e2200074d68e2ca3df4ee441a1b9ea6ca5abc,tests/test_user_config.py::test_uniform_color,brittle,no_patch
primrose,bd9bb8d5d5aaf31d473d01645a862ac9d5fc6f8e,test/test_abstract_pipeline.py::test_execute_pipeline,brittle,statesetter not works
promise,4627315476f6b9fc82818327ae09b04f89f9bda7,tests/test_dataloader.py::test_wrong_loader_return_type_does_not_block_async_instance,brittle,have_patch
puppetboard,974c51ad6c08d99662ba013789565f63cd431b03,test/test_app.py::test_catalogs_json,brittle,no_patch
puppetboard,974c51ad6c08d99662ba013789565f63cd431b03,test/test_app.py::test_catalogs_json_compare,brittle,no_patch
puppetboard,974c51ad6c08d99662ba013789565f63cd431b03,test/test_app.py::test_radiator_view_bad_env,brittle,have_patch
pydbvolve,e18bb8cf98997c52de0cf30a8e106c480ba0bb57,tests/unittests/test_01_migration_table.py::test_02_check_migration_table_bad_structure,brittle,have_patch
pyserverpilot,b6b896fea1155fa95febde84f74e0d2230523ab0,tests/test_app.py::TestApp::test_add_ssl,brittle,have_patch
pyserverpilot,b6b896fea1155fa95febde84f74e0d2230523ab0,tests/test_app.py::TestApp::test_get_app,brittle,have_patch
pyserverpilot,b6b896fea1155fa95febde84f74e0d2230523ab0,tests/test_app.py::TestApp::test_update_app_validation,brittle,have_patch
pyserverpilot,b6b896fea1155fa95febde84f74e0d2230523ab0,tests/test_db.py::TestDb::test_get_db,brittle,have_patch
pyserverpilot,b6b896fea1155fa95febde84f74e0d2230523ab0,tests/test_db.py::TestDb::test_update_db,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_access_groups.py::test_access_group_edit_success,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_access_groups.py::test_access_groups_create_all_users_typeerror,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_access_groups.py::test_access_groups_create_success,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_access_groups.py::test_access_groups_delete_success,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_access_groups.py::test_access_groups_details_success,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_access_groups.py::test_access_groups_list,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_access_groups.py::test_access_groups_list_filter_name_typeerror,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_access_groups.py::test_access_groups_list_filter_operator_typeerror,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_access_groups.py::test_access_groups_list_filter_type_typeerror,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_access_groups.py::test_access_groups_list_filter_value_typeerror,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_access_groups.py::test_access_groups_list_limit_typeerror,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_access_groups.py::test_access_groups_list_sort_direction_typeerror,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_access_groups.py::test_access_groups_list_sort_direction_unexpectedvalue,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_access_groups.py::test_access_groups_list_sort_field_typeerror,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_access_groups.py::test_access_groups_list_wildcard_fields_typeerror,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_access_groups.py::test_access_groups_list_wildcard_typeerror,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_agent_groups.py::test_agentgroups_add_mult_agents_to_group,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_agent_groups.py::test_agentgroups_delete_agent_from_group,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_agent_groups.py::test_agentgroups_delete_mult_agents_from_group,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_agent_groups.py::test_agentgroups_task_status,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_agents.py::test_agents_details_agent_details,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_agents.py::test_agents_list,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_agents.py::test_agents_list_filter_name_typeerror,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_agents.py::test_agents_list_filter_operator_typeerror,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_agents.py::test_agents_list_filter_type_typeerror,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_agents.py::test_agents_list_filter_value_typeerror,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_agents.py::test_agents_list_limit_typeerror,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_agents.py::test_agents_list_sort_direction_typeerror,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_agents.py::test_agents_list_sort_direction_unexpectedvalue,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_agents.py::test_agents_list_sort_field_typeerror,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_agents.py::test_agents_list_wildcard_fields_typeerror,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_agents.py::test_agents_list_wildcard_typeerror,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_base.py::test_base_parse_filter_accessgroup,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_base.py::test_base_parse_filter_colon,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_base.py::test_base_parse_filter_sjson,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_base.py::test_base_parse_filters_json,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_scans.py::test_scan_export_bytesio,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_scans.py::test_scan_export_chapters_typeerror,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_scans.py::test_scan_export_chapters_unexpectedvalueerror,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_scans.py::test_scan_export_file_object,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_scans.py::test_scan_export_filter_type_typeerror,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_scans.py::test_scan_export_filter_type_unexpectedvalueerror,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_scans.py::test_scan_export_format_typeerror,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_scans.py::test_scan_export_format_unexpectedvalueerror,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_scans.py::test_scan_export_history_id_typeerror,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_scans.py::test_scan_export_password_typeerror,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_scans.py::test_scan_export_was,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_scans.py::test_scan_export_was_typeerror,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_scans.py::test_scan_import_scan,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_asset_activity,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_asset_info,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_asset_vuln_info_age_typeerror,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_asset_vuln_info_filter_type_typeerror,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_asset_vuln_info_filter_type_unexpectedvalueerror,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_asset_vuln_info_invalid_filter,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_asset_vuln_info_plugin_id_typeerror,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_asset_vuln_info_uuid_typeerror,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_asset_vuln_info_uuid_unexpectedvalueerror,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_asset_vuln_output_age_typeerror,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_asset_vuln_output_filter_type_typeerror,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_asset_vuln_output_filter_type_unexpectedvalueerror,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_asset_vuln_output_invalid_filter,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_asset_vuln_output_plugin_id_typeerror,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_asset_vuln_output_uuid_typeerror,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_asset_vuln_output_uuid_unexpectedvalueerror,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_asset_vulns_age_typeerror,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_asset_vulns_filter_type_typeerror,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_asset_vulns_filter_type_unexpectedvalueerror,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_asset_vulns_invalid_filter,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_assets,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_assets_bad_filter,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_assets_filter_type_unexpectedvalueerror,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_assets_filter_tyype_typeerror,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_assets_filtered,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_export,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_export_asset_uuid_typeerror,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_export_asset_uuid_unexpectedvalueerror,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_export_chapters_typeerror,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_export_chapters_unexpectedvalueerror,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_export_filter_type_typeerror,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_export_filter_type_unexpectedvalueerror,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_export_format_typeerror,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_export_format_unexpectedvalueerror,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_export_missing_chapters,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_export_plugin_id,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_export_plugin_id_typeerror,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_vuln_assets,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_vuln_info,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_vuln_info_age_typeerror,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_vuln_info_filter_type_typeerror,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_vuln_info_filter_type_unexpectedvalueerror,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_vuln_info_plugin_id_typeerror,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_vuln_outputs,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_vuln_outputs_age_typeerror,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_vuln_outputs_filter_type_typeerror,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_vuln_outputs_filter_type_unexpectedvalueerror,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_vuln_outputs_plugin_id_typeerror,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_vulns,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_vulns_age_typeerror,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_vulns_authenticated_typeerror,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_vulns_exploitable_typeerror,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_vulns_filter_type_typeerror,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_vulns_filter_type_unexpectedvalueerror,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_vulns_invalid_filter,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_vulns_resolvable_typeerror,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_vulns_severity_typeerror,brittle,have_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_vulns_severity_unexpectedvalueerror,brittle,have_patch
pytest-django,e613a885b019574e3c60f127539c878b187c914a,tests/test_fixtures.py::TestLiveServer::test_settings_restored,brittle,have_patch
pytest-django,e613a885b019574e3c60f127539c878b187c914a,tests/test_fixtures.py::Test_django_db_blocker::test_unblock_with_block,brittle,have_patch
python-n26,22cb609efbf5125e36879441ea20d5a1c2a51e98,tests/test_cards.py::CardsTests::test_block_card_cli_all,brittle,have_patch
python-n26,22cb609efbf5125e36879441ea20d5a1c2a51e98,tests/test_cards.py::CardsTests::test_block_card_cli_single,brittle,have_patch
python-n26,22cb609efbf5125e36879441ea20d5a1c2a51e98,tests/test_cards.py::CardsTests::test_unblock_card_cli_all,brittle,have_patch
python-n26,22cb609efbf5125e36879441ea20d5a1c2a51e98,tests/test_cards.py::CardsTests::test_unblock_card_cli_single,brittle,have_patch
python-resource-container,64d87f900af969f47b20b798cf00c2861435b0d8,tests/container_test.py::TestResourceContainer::test_should_fail_to_load_missing_rc,brittle,no_patch
python-resource-container,64d87f900af969f47b20b798cf00c2861435b0d8,tests/container_test.py::TestResourceContainer::test_should_load_a_missing_rc_when_not_in_strict_mode,brittle,no_patch
python-telegram-handler,4ac0e5cbb6ac3c3f81a57be6b3cea49dfd8e8ec4,tests/test_handlers.py::test_handler_init_without_chat,brittle,no_patch
redisqueue,feac4dfc30837e0ab1a55a8479443ea74b2793f2,tests/test_redisqueue.py::test_mock_queue_get_put_same_task,brittle,have_patch
redisqueue,feac4dfc30837e0ab1a55a8479443ea74b2793f2,tests/test_redisqueue.py::test_mock_queue_put_get,brittle,have_patch
redisqueue,feac4dfc30837e0ab1a55a8479443ea74b2793f2,tests/test_redisqueue.py::test_mock_queue_unique,brittle,have_patch
reframe,576eb3f1dcc015d1e6d7a10602c748d4f810da68,unittests/test_check_filters.py::TestCheckFilters::test_have_cpu_only,brittle,no_patch
reframe,576eb3f1dcc015d1e6d7a10602c748d4f810da68,unittests/test_check_filters.py::TestCheckFilters::test_have_gpu_only,brittle,no_patch
reframe,576eb3f1dcc015d1e6d7a10602c748d4f810da68,unittests/test_check_filters.py::TestCheckFilters::test_have_name,brittle,no_patch
reframe,576eb3f1dcc015d1e6d7a10602c748d4f810da68,unittests/test_check_filters.py::TestCheckFilters::test_have_not_name,brittle,no_patch
reframe,576eb3f1dcc015d1e6d7a10602c748d4f810da68,unittests/test_check_filters.py::TestCheckFilters::test_have_prgenv,brittle,no_patch
reframe,576eb3f1dcc015d1e6d7a10602c748d4f810da68,unittests/test_check_filters.py::TestCheckFilters::test_have_tags,brittle,no_patch
reframe,576eb3f1dcc015d1e6d7a10602c748d4f810da68,unittests/test_check_filters.py::TestCheckFilters::test_invalid_regex,brittle,no_patch
reframe,576eb3f1dcc015d1e6d7a10602c748d4f810da68,unittests/test_check_filters.py::TestCheckFilters::test_partition,brittle,no_patch
reframe,576eb3f1dcc015d1e6d7a10602c748d4f810da68,unittests/test_environments.py::TestEnvironment::test_environ_snapshot,brittle,no_patch
reframe,576eb3f1dcc015d1e6d7a10602c748d4f810da68,unittests/test_environments.py::TestEnvironment::test_immutability,brittle,no_patch
reframe,576eb3f1dcc015d1e6d7a10602c748d4f810da68,unittests/test_environments.py::TestEnvironment::test_load_non_overlapping,brittle,no_patch
reframe,576eb3f1dcc015d1e6d7a10602c748d4f810da68,unittests/test_environments.py::TestEnvironment::test_load_overlapping,brittle,no_patch
reframe,576eb3f1dcc015d1e6d7a10602c748d4f810da68,unittests/test_environments.py::TestEnvironment::test_load_restore,brittle,no_patch
reframe,576eb3f1dcc015d1e6d7a10602c748d4f810da68,unittests/test_environments.py::TestEnvironment::test_setup,brittle,no_patch
reframe,576eb3f1dcc015d1e6d7a10602c748d4f810da68,unittests/test_loader.py::TestRegressionCheckLoader::test_conflicted_checks,brittle,no_patch
reframe,576eb3f1dcc015d1e6d7a10602c748d4f810da68,unittests/test_loader.py::TestRegressionCheckLoader::test_load_all,brittle,no_patch
reframe,576eb3f1dcc015d1e6d7a10602c748d4f810da68,unittests/test_loader.py::TestRegressionCheckLoader::test_load_bad_init,brittle,no_patch
reframe,576eb3f1dcc015d1e6d7a10602c748d4f810da68,unittests/test_loader.py::TestRegressionCheckLoader::test_load_file_absolute,brittle,no_patch
reframe,576eb3f1dcc015d1e6d7a10602c748d4f810da68,unittests/test_loader.py::TestRegressionCheckLoader::test_load_file_relative,brittle,no_patch
reframe,576eb3f1dcc015d1e6d7a10602c748d4f810da68,unittests/test_loader.py::TestRegressionCheckLoader::test_load_new_syntax,brittle,no_patch
reframe,576eb3f1dcc015d1e6d7a10602c748d4f810da68,unittests/test_loader.py::TestRegressionCheckLoader::test_load_recursive,brittle,no_patch
reframe,576eb3f1dcc015d1e6d7a10602c748d4f810da68,unittests/test_logging.py::TestLogger::test_check_logger,brittle,no_patch
reframe,576eb3f1dcc015d1e6d7a10602c748d4f810da68,unittests/test_logging.py::TestLogger::test_custom_handler_levels,brittle,no_patch
reframe,576eb3f1dcc015d1e6d7a10602c748d4f810da68,unittests/test_logging.py::TestLogger::test_custom_loglevels,brittle,no_patch
reframe,576eb3f1dcc015d1e6d7a10602c748d4f810da68,unittests/test_logging.py::TestLogger::test_handler_types,brittle,no_patch
reframe,576eb3f1dcc015d1e6d7a10602c748d4f810da68,unittests/test_logging.py::TestLogger::test_invalid_loglevel,brittle,no_patch
reframe,576eb3f1dcc015d1e6d7a10602c748d4f810da68,unittests/test_logging.py::TestLogger::test_logger_levels,brittle,no_patch
reframe,576eb3f1dcc015d1e6d7a10602c748d4f810da68,unittests/test_logging.py::TestLogger::test_rfc3339_timezone_extension,brittle,no_patch
reframe,576eb3f1dcc015d1e6d7a10602c748d4f810da68,unittests/test_logging.py::TestLogger::test_rfc3339_timezone_wrong_directive,brittle,no_patch
reframe,576eb3f1dcc015d1e6d7a10602c748d4f810da68,unittests/test_pipeline.py::test_environ_setup,brittle,no_patch
reframe,576eb3f1dcc015d1e6d7a10602c748d4f810da68,unittests/test_pipeline.py::test_hellocheck_local,brittle,no_patch
reframe,576eb3f1dcc015d1e6d7a10602c748d4f810da68,unittests/test_pipeline.py::test_hellocheck_local_prepost_run,brittle,no_patch
reframe,576eb3f1dcc015d1e6d7a10602c748d4f810da68,unittests/test_pipeline.py::test_name_compileonly_test,brittle,no_patch
reframe,576eb3f1dcc015d1e6d7a10602c748d4f810da68,unittests/test_pipeline.py::test_name_runonly_test,brittle,no_patch
reframe,576eb3f1dcc015d1e6d7a10602c748d4f810da68,unittests/test_pipeline.py::test_name_user_inheritance,brittle,no_patch
reframe,576eb3f1dcc015d1e6d7a10602c748d4f810da68,unittests/test_pipeline.py::test_registration_of_tests,brittle,no_patch
reframe,576eb3f1dcc015d1e6d7a10602c748d4f810da68,unittests/test_pipeline.py::test_regression_test_name,brittle,no_patch
reframe,576eb3f1dcc015d1e6d7a10602c748d4f810da68,unittests/test_pipeline.py::test_strange_test_names,brittle,no_patch
reframe,576eb3f1dcc015d1e6d7a10602c748d4f810da68,unittests/test_pipeline.py::test_supports_environ,brittle,no_patch
reframe,576eb3f1dcc015d1e6d7a10602c748d4f810da68,unittests/test_pipeline.py::test_supports_system,brittle,no_patch
reframe,576eb3f1dcc015d1e6d7a10602c748d4f810da68,unittests/test_policies.py::test_dependencies[AsynchronousExecutionPolicy],brittle,statesetter not works
reframe,576eb3f1dcc015d1e6d7a10602c748d4f810da68,unittests/test_policies.py::test_dependencies[SerialExecutionPolicy],brittle,no_patch
reframe,576eb3f1dcc015d1e6d7a10602c748d4f810da68,unittests/test_policies.py::test_dependencies_with_retries[AsynchronousExecutionPolicy],brittle,no_patch
reframe,576eb3f1dcc015d1e6d7a10602c748d4f810da68,unittests/test_policies.py::test_dependencies_with_retries[SerialExecutionPolicy],brittle,no_patch
reframe,576eb3f1dcc015d1e6d7a10602c748d4f810da68,unittests/test_schedulers.py::test_cancel_before_submit[local],brittle,no_patch
reframe,576eb3f1dcc015d1e6d7a10602c748d4f810da68,unittests/test_schedulers.py::test_cancel_before_submit[pbs],brittle,no_patch
reframe,576eb3f1dcc015d1e6d7a10602c748d4f810da68,unittests/test_schedulers.py::test_cancel_before_submit[slurm],brittle,no_patch
reframe,576eb3f1dcc015d1e6d7a10602c748d4f810da68,unittests/test_schedulers.py::test_cancel_before_submit[squeue],brittle,no_patch
reframe,576eb3f1dcc015d1e6d7a10602c748d4f810da68,unittests/test_schedulers.py::test_cancel_before_submit[torque],brittle,no_patch
reframe,576eb3f1dcc015d1e6d7a10602c748d4f810da68,unittests/test_schedulers.py::test_cancel_term_ignore[local],brittle,no_patch
reframe,576eb3f1dcc015d1e6d7a10602c748d4f810da68,unittests/test_schedulers.py::test_cancel_with_grace[local],brittle,no_patch
reframe,576eb3f1dcc015d1e6d7a10602c748d4f810da68,unittests/test_schedulers.py::test_combined_access_constraint[slurm],brittle,no_patch
