project,sha,OD_test_id,type,time,patch_path,linenumber_patch
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_base.py::test_base_parse_filter_accessgroup,brittle,0.711537905,../SAVE/test_base_parse_filter_accessgroup_patch_c3e337b42b7557561fafec00d9d0a957_.patch,2
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_base.py::test_base_parse_filter_colon,brittle,0.79930751,../SAVE/test_base_parse_filter_colon_patch_11e13cd4f6dba18f8e4aa24125a40ce7_.patch,2
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_base.py::test_base_parse_filter_sjson,brittle,0.767194709,../SAVE/test_base_parse_filter_sjson_patch_13715260dfbfc3d434f64ee3674c001e_.patch,2
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_base.py::test_base_parse_filters_json,brittle,0.702456847,../SAVE/test_base_parse_filters_json_patch_746217f945247e782b50d5abd919460d_.patch,2
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_scans.py::test_scan_export_bytesio,brittle,1.493022897,../SAVE/test_scan_export_by_patch_4f2e3eff625b4432788186bc62a3f9e7_.patch,4
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_scans.py::test_scan_export_chapters_typeerror,brittle,1.537154107,../SAVE/test_scan_export_ch_patch_36fadc35f5f73b09ec48690c805b6c97_.patch,4
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_scans.py::test_scan_export_chapters_unexpectedvalueerror,brittle,1.522794615,../SAVE/test_scan_export_ch_patch_5357e555c5ada4c7797ccc61cce5a121_.patch,4
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_scans.py::test_scan_export_file_object,brittle,1.541972877,../SAVE/test_scan_export_fi_patch_53472b5139771c031271c814efe94cd3_.patch,4
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_scans.py::test_scan_export_filter_type_typeerror,brittle,1.410045146,../SAVE/test_scan_export_fi_patch_8f3578d21dc3e118dd1f8c569c6e7f01_.patch,4
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_scans.py::test_scan_export_filter_type_unexpectedvalueerror,brittle,1.547186147,../SAVE/test_scan_export_fi_patch_1b0c6433f43f81e55249992e02d72563_.patch,4
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_scans.py::test_scan_export_format_typeerror,brittle,1.483630435,../SAVE/test_scan_export_fo_patch_8882d2d5663e4cd3777c192c34740c6a_.patch,4
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_scans.py::test_scan_export_format_unexpectedvalueerror,brittle,1.540023334,../SAVE/test_scan_export_fo_patch_8e44cfd300855bb95afcd2fc8aa4d19d_.patch,4
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_scans.py::test_scan_export_history_id_typeerror,brittle,1.636682798,../SAVE/test_scan_export_hi_patch_a5c5bf4b7b97a887ae6cd4acb2336d72_.patch,4
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_scans.py::test_scan_export_password_typeerror,brittle,1.582487272,../SAVE/test_scan_export_pa_patch_ec7ad600f55d6f49747033250703e70f_.patch,4
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_scans.py::test_scan_export_was,brittle,1.540495166,../SAVE/test_scan_export_wa_patch_53d3c76a7495892009d7e84964d98d49_.patch,4
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_scans.py::test_scan_export_was_typeerror,brittle,1.500807854,../SAVE/test_scan_export_wa_patch_dbf33e2e21a22fa045c82dea31373a39_.patch,4
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_scans.py::test_scan_import_scan,brittle,1.557272121,../SAVE/test_scan_import_sc_patch_217798ed165962f7e62a5a20c7f6be6b_.patch,4
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_asset_activity,brittle,0.732294329,../SAVE/test_workbench_asset_acti_patch_7369d0a468b764269fd22ae395fbbd1c_.patch,1
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_asset_info,brittle,0.746558674,../SAVE/test_workbench_asset_info_patch_6875c6dcc10df7ec5b492ddcd65351a8_.patch,1
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_asset_vuln_info_age_typeerror,brittle,0.735575139,../SAVE/test_workbench_asset_vuln_info_age_typeerror_patch_cf0df286f4df4973d95274f8b351124c_.patch,2
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_asset_vuln_info_filter_type_typeerror,brittle,0.712295462,../SAVE/test_workbench_asset_vuln_info_filter_type_typeerror_patch_5443b0f396bc8aa131e6867137a2d45a_.patch,2
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_asset_vuln_info_filter_type_unexpectedvalueerror,brittle,0.759907492,../SAVE/test_workbench_asset_vuln_info_filter_type_unexpectedvalueerror_patch_66481cb5c9023151defe869f16c9154c_.patch,2
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_asset_vuln_info_invalid_filter,brittle,0.709589456,../SAVE/test_workbench_asset_vuln_info_invalid_filter_patch_e10e5518f4de92cdb6d91c7a0cf263e4_.patch,2
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_asset_vuln_info_plugin_id_typeerror,brittle,0.72313998,../SAVE/test_workbench_asset_vuln_info_plugin_id_typeerror_patch_47e2522d8733c8a0c88e5cfd9c16e9ff_.patch,2
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_asset_vuln_info_uuid_typeerror,brittle,0.761499061,../SAVE/test_workbench_asset_vuln_info_uuid_typeerror_patch_82c238172a765c9223f16897d77ada2d_.patch,2
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_asset_vuln_info_uuid_unexpectedvalueerror,brittle,0.736111658,../SAVE/test_workbench_asset_vuln_info_uuid_unexpectedvalueerror_patch_04a65fc5aac19be866c8506ae89482a6_.patch,2
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_asset_vuln_output_age_typeerror,brittle,0.74056746,../SAVE/test_workbench_asset_vuln_output_age_typeerror_patch_1b7268f9e27ffc088dfec8b69ca53a19_.patch,2
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_asset_vuln_output_filter_type_typeerror,brittle,0.737793737,../SAVE/test_workbench_asset_vuln_output_filter_type_typeerror_patch_80780647028cbf9b7c6e042b19d18419_.patch,2
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_asset_vuln_output_filter_type_unexpectedvalueerror,brittle,0.74396375,../SAVE/test_workbench_asset_vuln_output_filter_type_unexpectedvalueerror_patch_c516470f8ebd87292e1002719d43b474_.patch,2
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_asset_vuln_output_invalid_filter,brittle,0.728731959,../SAVE/test_workbench_asset_vuln_output_invalid_filter_patch_067ebfa3ef9ed098acc98e3e43062c15_.patch,2
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_asset_vuln_output_plugin_id_typeerror,brittle,0.766038626,../SAVE/test_workbench_asset_vuln_output_plugin_id_typeerror_patch_309e62346d57819d52721497005b2e7f_.patch,2
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_asset_vuln_output_uuid_typeerror,brittle,0.781557064,../SAVE/test_workbench_asset_vuln_output_uuid_typeerror_patch_251e9eb68b0af8bdd0d3d5ae1ee9bb6f_.patch,2
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_asset_vuln_output_uuid_unexpectedvalueerror,brittle,0.731624566,../SAVE/test_workbench_asset_vuln_output_uuid_unexpectedvalueerror_patch_d3083e78c8117dbd05e071fd79853d2e_.patch,2
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_asset_vulns_age_typeerror,brittle,0.817137502,../SAVE/test_workbench_asset_vulns_age_typeerror_patch_96961c041c65032c037ec7234641e379_.patch,2
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_asset_vulns_filter_type_typeerror,brittle,0.749061191,../SAVE/test_workbench_asset_vulns_filter_type_typeerror_patch_6c8462ff20cfeaed48d75956702ec56c_.patch,2
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_asset_vulns_filter_type_unexpectedvalueerror,brittle,0.757769924,../SAVE/test_workbench_asset_vulns_filter_type_unexpectedvalueerror_patch_933ee2a9958e158c2c27eda97fc4e226_.patch,2
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_asset_vulns_invalid_filter,brittle,0.718369818,../SAVE/test_workbench_asset_vulns_invalid_filter_patch_168e5b475f7b148a14c4131e13f12527_.patch,2
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_assets,brittle,0.705437101,../SAVE/test_workbench_assets_patch_586de9731cec6c3894b3c941feba00d8_.patch,2
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_assets_bad_filter,brittle,0.751883568,../SAVE/test_workbench_assets_bad_filter_patch_9aaa0f8f194d351fd72f2d81bfd29c50_.patch,2
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_assets_filter_type_unexpectedvalueerror,brittle,0.75077377,../SAVE/test_workbench_assets_fil_patch_4ecc03dfcf51ae26a904dd34bd7a4fee_.patch,1
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_assets_filter_tyype_typeerror,brittle,0.746967358,../SAVE/test_workbench_assets_fil_patch_9d1c54dbdef27d8cf072cab05cedef15_.patch,1
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_assets_filtered,brittle,1.52532535,../SAVE/test_workbench_assets_filtered_patch_6d3b491a95aef9d3d2ee7c71105ee0b3_.patch,2
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_export,brittle,1.521414168,../SAVE/test_workbench_export_patch_1d2503943749708dbb14e4be55c58cb8_.patch,2
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_export_asset_uuid_typeerror,brittle,1.555788241,../SAVE/test_workbench_export_asset_uuid_typeerror_patch_513da431ce02709b9effef8b5e25967a_.patch,2
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_export_asset_uuid_unexpectedvalueerror,brittle,1.523087524,../SAVE/test_workbench_export_asset_uuid_unexpectedvalueerror_patch_327bb35cf01c5803011b9e44f13b5c35_.patch,2
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_export_chapters_typeerror,brittle,1.529279284,../SAVE/test_workbench_export_chapters_typeerror_patch_b7fcee00bb7c3a15a976d4852f63c332_.patch,2
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_export_chapters_unexpectedvalueerror,brittle,1.548649855,../SAVE/test_workbench_export_chapters_unexpectedvalueerror_patch_44b50d52b7d06106df0602e6a1eb88bb_.patch,2
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_export_filter_type_typeerror,brittle,1.518976435,../SAVE/test_workbench_export_filter_type_typeerror_patch_879bbf8e28dde5ef6c53624aa6ccda97_.patch,2
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_export_filter_type_unexpectedvalueerror,brittle,1.538196623,../SAVE/test_workbench_export_filter_type_unexpectedvalueerror_patch_86e91feaa094517780c5d185b4836d9a_.patch,2
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_export_format_typeerror,brittle,1.516756125,../SAVE/test_workbench_export_format_typeerror_patch_7accfd2677b88bd666f98187c9d3d367_.patch,2
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_export_format_unexpectedvalueerror,brittle,1.540155433,../SAVE/test_workbench_export_format_unexpectedvalueerror_patch_f1d2e1758cb02a2170303cddc1db1e55_.patch,2
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_export_missing_chapters,brittle,1.575719163,../SAVE/test_workbench_export_missing_chapters_patch_a6f7d8c74466e9fc759c9a7a4a388675_.patch,2
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_export_plugin_id,brittle,1.575774767,../SAVE/test_workbench_export_plugin_id_patch_e6e3307aadaadbc2f611099f8a4e7050_.patch,2
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_export_plugin_id_typeerror,brittle,1.584814258,../SAVE/test_workbench_export_plugin_id_typeerror_patch_8d43e4fa8497eb04d965ad13ba88c7f4_.patch,2
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_vuln_assets,brittle,1.5223625,../SAVE/test_workbench_vuln_assets_patch_5ad49c6dc2533300264e90ffaa48e9d8_.patch,2
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_vuln_info,brittle,1.517457344,../SAVE/test_workbench_vuln_info_patch_bf6de7ba530e2f82e50c2d1362666906_.patch,2
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_vuln_info_age_typeerror,brittle,1.534567289,../SAVE/test_workbench_vuln_info_age_typeerror_patch_2702ab726ab3b357d5ba81b8ef822d83_.patch,2
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_vuln_info_filter_type_typeerror,brittle,1.528591126,../SAVE/test_workbench_vuln_info_filter_type_typeerror_patch_d313d67dfe83d8f648e7faf7291824c6_.patch,2
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_vuln_info_filter_type_unexpectedvalueerror,brittle,1.511770539,../SAVE/test_workbench_vuln_info_filter_type_unexpectedvalueerror_patch_db093801aeb350d26fdc4f05fb486193_.patch,2
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_vuln_info_plugin_id_typeerror,brittle,1.589294866,../SAVE/test_workbench_vuln_info_plugin_id_typeerror_patch_38f97e7e341a7861201a3f9a9cfbbbef_.patch,2
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_vuln_outputs,brittle,1.599069551,../SAVE/test_workbench_vuln_outputs_patch_39e76dc73d0705079c38eb2450997e9a_.patch,2
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_vuln_outputs_age_typeerror,brittle,1.575359493,../SAVE/test_workbench_vuln_outputs_age_typeerror_patch_33036b288ca03e56492342a07ed4b868_.patch,2
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_vuln_outputs_filter_type_typeerror,brittle,1.575477242,../SAVE/test_workbench_vuln_outputs_filter_type_typeerror_patch_8578ed36f27f749a90a38b8e209227a7_.patch,2
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_vuln_outputs_filter_type_unexpectedvalueerror,brittle,1.580792114,../SAVE/test_workbench_vuln_outputs_filter_type_unexpectedvalueerror_patch_522e249a08fa12b5f521d17a9b97867d_.patch,2
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_vuln_outputs_plugin_id_typeerror,brittle,1.580909871,../SAVE/test_workbench_vuln_outputs_plugin_id_typeerror_patch_58d38108dc6ef73b91a876adab2d31c5_.patch,2
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_vulns,brittle,1.561874695,../SAVE/test_workbench_vulns_patch_27fbc0afe521552bb98d7cad8d2da6c6_.patch,2
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_vulns_age_typeerror,brittle,1.561983302,../SAVE/test_workbench_vulns_age_typeerror_patch_6da7d4d2228dd630f0b1e08f1ca2e9e0_.patch,2
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_vulns_authenticated_typeerror,brittle,1.562666103,../SAVE/test_workbench_vulns_authenticated_typeerror_patch_d3eadbbc887e33cf472baefa805758f2_.patch,2
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_vulns_exploitable_typeerror,brittle,1.562760189,../SAVE/test_workbench_vulns_exploitable_typeerror_patch_f3533c28538bbd983c003dcd92c9d0a4_.patch,2
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_vulns_filter_type_typeerror,brittle,1.514932446,../SAVE/test_workbench_vulns_filter_type_typeerror_patch_d698607677c0dc23a8e6e46f62baf048_.patch,2
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_vulns_filter_type_unexpectedvalueerror,brittle,1.511502072,../SAVE/test_workbench_vulns_filter_type_unexpectedvalueerror_patch_e2550ffed4f3cc9e9f90cd5714098885_.patch,2
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_vulns_invalid_filter,brittle,1.510825552,../SAVE/test_workbench_vulns_invalid_filter_patch_63403c3c0ca800bbdb1d6953c5671e19_.patch,2
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_vulns_resolvable_typeerror,brittle,1.516600549,../SAVE/test_workbench_vulns_resolvable_typeerror_patch_50d7f02f3954950407fd127c6c9ebcc4_.patch,2
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_vulns_severity_typeerror,brittle,1.599357294,../SAVE/test_workbench_vulns_severity_typeerror_patch_5a35dad543077d628a59bfcf65d22a9d_.patch,2
pytenable,79c769cf22799125c39fa9fb86c5ef333beb96b4,tests/io/test_workbenches.py::test_workbench_vulns_severity_unexpectedvalueerror,brittle,1.514407612,../SAVE/test_workbench_vulns_severity_unexpectedvalueerror_patch_ac26a94f4f627c68e7fdce042e4e47ec_.patch,2
pytest-django,e613a885b019574e3c60f127539c878b187c914a,tests/test_fixtures.py::TestLiveServer::test_settings_restored,brittle,2.054268146,../SAVE/test_settings_resto_patch_dbe5ead8a63e0b1ada0daba74ca47e4b_.patch,1
pytest-django,e613a885b019574e3c60f127539c878b187c914a,tests/test_fixtures.py::Test_django_db_blocker::test_unblock_with_block,brittle,1.711317413,../SAVE/test_unblock_with_block_patch_7ed6d70a8bcd0f0d9da3cae5570a08d6_.patch,1
python-n26,22cb609efbf5125e36879441ea20d5a1c2a51e98,tests/test_cards.py::CardsTests::test_block_card_cli_all,brittle,7.26763347,../SAVE/test_block_card__patch_44f14e0b37996e9e3903948848e6d986_.patch,2
python-n26,22cb609efbf5125e36879441ea20d5a1c2a51e98,tests/test_cards.py::CardsTests::test_block_card_cli_single,brittle,4.741805964,../SAVE/test_block_card__patch_a74f6cad081750309491f49681f94f2d_.patch,2
python-n26,22cb609efbf5125e36879441ea20d5a1c2a51e98,tests/test_cards.py::CardsTests::test_unblock_card_cli_all,brittle,4.724545822,../SAVE/test_unblock_car_patch_0d2e58bf69a890d052077262b4c42585_.patch,2
python-n26,22cb609efbf5125e36879441ea20d5a1c2a51e98,tests/test_cards.py::CardsTests::test_unblock_card_cli_single,brittle,4.767959729,../SAVE/test_unblock_car_patch_924c31ee2412ec2a7861752f509286d8_.patch,2
redisqueue,feac4dfc30837e0ab1a55a8479443ea74b2793f2,tests/test_redisqueue.py::test_mock_queue_get_put_same_task,brittle,1.740793621,../SAVE/test_mock_queue_get_p_patch_914b64a443bb0c79b0a8539d1a60b140_.patch,1
redisqueue,feac4dfc30837e0ab1a55a8479443ea74b2793f2,tests/test_redisqueue.py::test_mock_queue_put_get,brittle,1.715499536,../SAVE/test_mock_queue_put_g_patch_f8819be0ad0a2fb060e81602633dc3cf_.patch,1
redisqueue,feac4dfc30837e0ab1a55a8479443ea74b2793f2,tests/test_redisqueue.py::test_mock_queue_unique,brittle,1.80055856,../SAVE/test_mock_queue_uniqu_patch_1d92ff2c3100eae3dca08c9c9cd3c8de_.patch,1
ruTS,af02f627d9022f0f4825d9bed4ffc97d3d329f2d,tests/test_utils.py::test_extract_archive,brittle,38.78644222,../SAVE/test_extract_arc_patch_7c1c7b0e37951697a0a38509b49988d9_.patch,5
runium,ba89015859976d3426d25a53af5fa4d8827c7483,tests/test_runium.py::TestStartIn::test_processing,brittle,7.276032499,../SAVE/test_processing_patch_a883db62f050c8e6063482c1ed72f8e3_.patch,1
runium,ba89015859976d3426d25a53af5fa4d8827c7483,tests/test_runium.py::TestTaskSkipping::test_processing,brittle,7.48806724,../SAVE/test_processing_patch_b2a806bce613596ca6736a5df7a6dcb6_.patch,1
securenative-python,0eae99733b7565341487ad32f044be8dc51032cd,tests/configuration_manager_test.py::ConfigurationManagerTest::test_get_config_from_env_variables,brittle,3.361724314,../SAVE/test_get_config_from_env_variabl_patch_ad9fa97044df14e1502f5864e2d84381_.patch,18
securenative-python,0eae99733b7565341487ad32f044be8dc51032cd,tests/configuration_manager_test.py::ConfigurationManagerTest::test_load_default_config,brittle,8.035319122,../SAVE/test_load_default_config_patch_606987a79baeadd152f02a4bf37e12d8_.patch,4
serpextract,aec8f2bd79c66953938569a24b05c693ab70b4ce,tests/test_serps.py::TestSERPs::test_custom_parser_implicit,brittle,1.378689721,../SAVE/test_custom_parser_implicit_patch_f671e247bb36acd93602fa79d5e438d2_.patch,3
supertunnel,4c64e2fedda3382b809a2c3d01c711ec4961f933,supertunnel/ssh/continuous_test.py::test_backoff,brittle,0.545638377,../SAVE/test_backoff_patch_29b625472290e227920b86f01de554de_.patch,1
supertunnel,4c64e2fedda3382b809a2c3d01c711ec4961f933,supertunnel/ssh/continuous_test.py::test_continuous_repr,brittle,0.493502593,../SAVE/test_continuous_repr_patch_47f80881dfd07e183cd6fa5d4d2b054b_.patch,1
supertunnel,4c64e2fedda3382b809a2c3d01c711ec4961f933,supertunnel/ssh/continuous_test.py::test_run,brittle,0.490910106,../SAVE/test_run_patch_6991662fa6ef44734e8cb569b520dec5_.patch,1
supertunnel,4c64e2fedda3382b809a2c3d01c711ec4961f933,supertunnel/ssh/continuous_test.py::test_run_continuous,brittle,0.512813169,../SAVE/test_run_continuous_patch_4de4fc22964c356b5e217cf17675e12f_.patch,1
supertunnel,4c64e2fedda3382b809a2c3d01c711ec4961f933,supertunnel/ssh/continuous_test.py::test_run_continuous_hang,brittle,0.521965218,../SAVE/test_run_continuous_hang_patch_3a6cfd540686f92e24de93428c0fa362_.patch,1
supertunnel,4c64e2fedda3382b809a2c3d01c711ec4961f933,supertunnel/ssh/continuous_test.py::test_run_continuous_raise,brittle,0.534195699,../SAVE/test_run_continuous_raise_patch_e813425bd7461d34f243180991c4ce38_.patch,1
todo-sync,32915e9a1509aa2c4083613e256cb0d502c441aa,tests/test_org_to_asana.py::test_o2a_behind_make_fn[a_node0-expected_node0],brittle,1.454868952,../SAVE/test_o2a_behind_make_fn_patch_720ec0074454944516a2ca6157929a04_.patch,1
todo-sync,32915e9a1509aa2c4083613e256cb0d502c441aa,tests/test_org_to_asana.py::test_o2a_behind_make_fn[a_node1-expected_node1],brittle,1.343846828,../SAVE/test_o2a_behind_make_fn_patch_7b21f7a95abb2c875c7dac44020be0dc_.patch,1
todo-sync,32915e9a1509aa2c4083613e256cb0d502c441aa,tests/test_org_to_asana.py::test_o2a_behind_make_fn[a_node10-expected_node10],brittle,1.279037751,../SAVE/test_o2a_behind_make_fn_patch_e8ce6d07814162c26b579e0a585a03e1_.patch,1
todo-sync,32915e9a1509aa2c4083613e256cb0d502c441aa,tests/test_org_to_asana.py::test_o2a_behind_make_fn[a_node2-expected_node2],brittle,1.316844312,../SAVE/test_o2a_behind_make_fn_patch_2674f06bc22035de02324a445ea81158_.patch,1
todo-sync,32915e9a1509aa2c4083613e256cb0d502c441aa,tests/test_org_to_asana.py::test_o2a_behind_make_fn[a_node3-expected_node3],brittle,1.292274231,../SAVE/test_o2a_behind_make_fn_patch_aab91824a98ef008590bcd453ab9d7dd_.patch,1
todo-sync,32915e9a1509aa2c4083613e256cb0d502c441aa,tests/test_org_to_asana.py::test_o2a_behind_make_fn[a_node4-expected_node4],brittle,1.366436344,../SAVE/test_o2a_behind_make_fn_patch_b113ceb479e9dd195a91ec5cb6566aa5_.patch,1
todo-sync,32915e9a1509aa2c4083613e256cb0d502c441aa,tests/test_org_to_asana.py::test_o2a_behind_make_fn[a_node5-expected_node5],brittle,1.344761184,../SAVE/test_o2a_behind_make_fn_patch_7f4d67f83a777c403aa3d0c393abb0e8_.patch,1
todo-sync,32915e9a1509aa2c4083613e256cb0d502c441aa,tests/test_org_to_asana.py::test_o2a_behind_make_fn[a_node6-expected_node6],brittle,1.340373902,../SAVE/test_o2a_behind_make_fn_patch_685af5b75a794e8a5b3e3d77075b3124_.patch,1
todo-sync,32915e9a1509aa2c4083613e256cb0d502c441aa,tests/test_org_to_asana.py::test_o2a_behind_make_fn[a_node7-expected_node7],brittle,1.332542807,../SAVE/test_o2a_behind_make_fn_patch_5e37137701175769aea828b14b0f5c04_.patch,1
todo-sync,32915e9a1509aa2c4083613e256cb0d502c441aa,tests/test_org_to_asana.py::test_o2a_behind_make_fn[a_node8-expected_node8],brittle,1.399945501,../SAVE/test_o2a_behind_make_fn_patch_dbaf28715027e68c8a42d12c8ace164a_.patch,1
todo-sync,32915e9a1509aa2c4083613e256cb0d502c441aa,tests/test_org_to_asana.py::test_o2a_behind_make_fn[a_node9-expected_node9],brittle,1.354895143,../SAVE/test_o2a_behind_make_fn_patch_c5ff57e6b34b51037a52d312aa0bc456_.patch,1
ucal,df0ccbc5f8af54fc69df56191bd810481a17b0e3,tests/test_ucal.py::TestSyntax::test_function_ln,brittle,0.503147096,../SAVE/test_function_l_patch_7fca4710ca309105e2370dc0abd1e8a0_.patch,1
ucal,df0ccbc5f8af54fc69df56191bd810481a17b0e3,tests/test_ucal.py::TestSyntax::test_function_log,brittle,0.501661141,../SAVE/test_function_l_patch_6d8d02c7bb2388cd6581cdcec5e6b8e5_.patch,1
Breathe,4600818e24f4156cd7bb8cc0f43886b27323968e,tests/test_loading.py::test_loading_failure,victim,0.691378824,../SAVE/test_loading_failu_patch_e574fed7b569e8ef89b7a368619e1f8f_.patch,2
